nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
El Amrani,Michael,M,2007-06-12,Option C,Japonaise,Madrid,France,18
Petit,Salma,F,2007-01-16,Option C,Marocaine,Meknès,Allemagne,18
Johnson,Samir,M,1981-03-02,Option A,Japonaise,Rome,USA,44
Lahlou,Salma,F,1987-11-09,Option C,Marocaine,Casablanca,Chine,38
Petit,Linda,F,1992-03-18,Option A,Canadienne,Paris,Mexique,33
Johnson,Emma,F,1964-04-15,Option A,Américaine,Kenitra,Australie,61
Davis,Ahmed,M,1968-02-17,Option A,Espagnole,Rabat,Inde,57
Miller,Aicha,F,1982-06-26,Option A,Canadienne,New York,Argentine,43
El Amrani,Mehdi,M,1992-08-10,Option A,Française,Oujda,Argentine,33
Johnson,Pierre,M,1980-10-18,Option B,Japonaise,Oujda,Égypte,45
Rodriguez,Sanae,F,2007-09-19,Option A,Canadienne,Lyon,Japon,18
Miller,Jennifer,F,1972-08-28,Option A,Canadienne,Fès,Brésil,53
Jones,Julien,M,1998-08-03,Option B,Espagnole,Oujda,Australie,27
Garcia,Claire,F,1965-03-12,Option B,Marocaine,Agadir,Mexique,60
Jones,Sanae,F,1991-06-17,Option B,Japonaise,Paris,Espagne,34
Laurent,Claire,F,1985-04-17,Option C,Marocaine,Paris,Égypte,40
Dubois,Mehdi,M,2001-03-09,Option C,Américaine,Madrid,Inde,24
Martin,Julie,F,1964-05-12,Option A,Canadienne,Marseille,UK,61
Moreau,Michael,M,2001-05-11,Option A,Japonaise,Montreal,Suisse,24
Benali,Aicha,F,1964-04-03,Option A,Canadienne,Tokyo,Allemagne,61
Johnson,Jennifer,F,1993-05-15,Option A,Américaine,Kenitra,Maroc,32
Miller,Daniel,M,1974-11-20,Option B,Allemande,Tanger,Mexique,51
Rodriguez,Christopher,M,1962-08-04,Option C,Américaine,Marrakech,Portugal,63
Miller,Elizabeth,F,1963-11-12,Option B,Marocaine,Berlin,Belgique,62
Laurent,Camille,F,2004-08-06,Option C,Marocaine,Genève,Belgique,21
Moreau,Laila,F,1994-12-16,Option B,Canadienne,New York,Tunisie,31
Garcia,Marie,F,1994-11-21,Option A,Marocaine,Rabat,Suisse,31
Adel,Mohamed,M,1992-04-20,Option C,Japonaise,Genève,Belgique,33
Martin,Joseph,M,2001-12-04,Option A,Américaine,Agadir,Espagne,24
Othmani,Amina,F,1976-11-13,Option C,Canadienne,Marrakech,Argentine,49
Bernard,Laila,F,1989-09-04,Option C,Américaine,Oujda,Brésil,36
Wilson,Élodie,F,2006-12-09,Option A,Américaine,Marrakech,Allemagne,19
Williams,Youssef,M,1998-10-06,Option A,Canadienne,Rabat,Égypte,27
Robert,Élodie,F,1991-10-13,Option A,Espagnole,Agadir,Belgique,34
Garcia,Julien,M,1971-07-28,Option B,Allemande,Tanger,Italie,54
Durand,Karen,F,1996-10-19,Option C,Espagnole,Fès,Australie,29
Durand,David,M,2002-08-19,Option C,Marocaine,Montreal,France,23
Williams,Elizabeth,F,1986-01-13,Option C,Française,Tanger,Allemagne,39
Miller,Amina,F,1976-10-28,Option A,Espagnole,Bordeaux,Suisse,49
Williams,Christopher,M,1967-05-02,Option C,Française,Rabat,Tunisie,58
Martin,Rachid,M,1988-10-22,Option C,Française,Kenitra,Suisse,37
Miller,Mohamed,M,2007-10-09,Option A,Marocaine,Bordeaux,Chine,18
Moreau,Fatima,F,1961-01-14,Option A,Allemande,Kenitra,Belgique,64
Johnson,Karen,F,2002-04-15,Option C,Américaine,New York,Mexique,23
Lahlou,Barbara,F,1989-01-17,Option B,Canadienne,Rabat,Espagne,36
El Amrani,James,M,1990-08-13,Option A,Allemande,Lisbonne,Mexique,35
Othmani,Sarah,F,2002-11-15,Option B,Française,Londres,Chine,23
Johnson,Amina,F,1963-02-17,Option B,Japonaise,Casablanca,Japon,62
Hassan,Michael,M,1975-11-08,Option B,Marocaine,New York,Suisse,50
Robert,Elizabeth,F,1985-04-03,Option B,Espagnole,Tanger,Inde,40
Johnson,Hassan,M,1985-12-20,Option A,Marocaine,Bruxelles,Mexique,40
Dubois,Thomas,M,1982-11-21,Option C,Espagnole,Marrakech,Chine,43
Moreau,Amina,F,1995-01-11,Option C,Canadienne,Toulouse,Maroc,30
Dubois,Christopher,M,2001-01-19,Option A,Japonaise,Bruxelles,USA,24
El Idrissi,Élodie,F,1993-06-01,Option A,Américaine,Tétouan,Égypte,32
Miller,Léa,F,1964-11-12,Option B,Allemande,Marseille,Japon,61
Smith,Léa,F,1981-02-28,Option B,Japonaise,Bordeaux,Australie,44
El Amrani,Ali,M,1982-07-14,Option A,Allemande,Genève,Suisse,43
El Idrissi,Karen,F,1975-01-13,Option C,Allemande,Berlin,UK,50
Essadiq,Robert,M,1993-07-15,Option B,Américaine,Tanger,Canada,32
Mohamed,Amina,F,1972-04-10,Option A,Américaine,Tanger,Maroc,53
Chentouf,Élodie,F,1963-06-14,Option A,Espagnole,Rabat,Australie,62
Miller,Sarah,F,1981-08-25,Option A,Américaine,Lyon,Mexique,44
Brown,Fatima,F,2003-06-12,Option B,Canadienne,Oujda,Australie,22
Mohamed,Luc,M,2006-11-25,Option A,Marocaine,Casablanca,Égypte,19
Robert,Linda,F,1975-04-22,Option C,Française,Tanger,Mexique,50
Richard,Ahmed,M,1992-08-25,Option A,Américaine,Montreal,Inde,33
Laurent,Susan,F,1985-03-02,Option B,Marocaine,Londres,Australie,40
Petit,Sophie,F,1970-06-20,Option C,Espagnole,Genève,Australie,55
El Amrani,Joseph,M,1992-01-08,Option C,Américaine,Oujda,Suisse,33
Durand,Thomas,M,1994-09-14,Option A,Française,Tanger,Australie,31
Martin,Hassan,M,1979-09-02,Option A,Japonaise,New York,Canada,46
El Amrani,Mohamed,M,1982-09-23,Option C,Américaine,Casablanca,Brésil,43
Dupont,Marwa,F,1973-05-23,Option A,Marocaine,Casablanca,Argentine,52
Bernard,Sarah,F,1993-09-08,Option B,Espagnole,Fès,USA,32
Benali,Julie,F,2005-06-16,Option C,Espagnole,Meknès,Australie,20
Petit,Mathieu,M,1985-04-15,Option A,Canadienne,Meknès,Allemagne,40
Richard,Michael,M,1979-01-22,Option C,Espagnole,Berlin,Argentine,46
Rodriguez,Zineb,F,1974-03-06,Option A,Japonaise,Bruxelles,Portugal,51
Miller,Marwa,F,1975-06-14,Option A,Espagnole,Kenitra,Espagne,50
Durand,Aicha,F,1967-04-18,Option B,Espagnole,Lyon,Portugal,58
Mohamed,Karim,M,1967-09-18,Option A,Japonaise,Tanger,Italie,58
Petit,Mary,F,1985-03-10,Option A,Japonaise,Marrakech,Canada,40
Rodriguez,Pierre,M,2001-01-07,Option A,Française,Oujda,France,24
Jones,Nour,F,2005-01-27,Option B,Marocaine,Fès,Canada,20
Jones,Thomas,M,1976-09-27,Option A,Allemande,Kenitra,Suisse,49
El Idrissi,Marwa,F,1977-11-17,Option A,Espagnole,Rome,Australie,48
Hassan,David,M,1990-05-07,Option A,Allemande,Rabat,Espagne,35
Robert,Youssef,M,1965-03-25,Option C,Allemande,Marrakech,UK,60
Richard,Chloé,F,2001-08-15,Option B,Canadienne,Tétouan,USA,24
Williams,David,M,1967-03-15,Option C,Américaine,Oujda,Belgique,58
Martin,Amina,F,2007-05-23,Option B,Espagnole,Marrakech,Australie,18
Bernard,Michael,M,1994-12-20,Option B,Américaine,Paris,Chine,31
Hassan,Daniel,M,1976-05-03,Option C,Américaine,Marrakech,Portugal,49
Richard,Christopher,M,2002-09-26,Option B,Canadienne,Rabat,Égypte,23
Laurent,Christopher,M,1969-09-07,Option B,Allemande,Kenitra,Canada,56
Johnson,Barbara,F,1998-10-02,Option C,Japonaise,Marrakech,Italie,27
Durand,William,M,2001-07-23,Option A,Américaine,Paris,Égypte,24
Martin,Ali,M,1982-11-21,Option B,Japonaise,New York,UK,43
Durand,Rachid,M,1974-09-13,Option C,Japonaise,Berlin,Égypte,51
Othmani,Ikram,F,1978-12-27,Option B,Canadienne,Casablanca,Inde,47
Laurent,Julie,F,1972-03-20,Option C,Canadienne,Oujda,Brésil,53
Moreau,Robert,M,1987-01-06,Option A,Marocaine,Meknès,Maroc,38
El Idrissi,Mary,F,1991-04-01,Option B,Espagnole,Kenitra,USA,34
Jones,Jean,M,1975-02-19,Option A,Américaine,Bordeaux,Suisse,50
Smith,Susan,F,1998-09-13,Option A,Allemande,Lyon,Maroc,27
Williams,Mary,F,1961-08-23,Option C,Française,Berlin,USA,64
Othmani,Barbara,F,1966-11-12,Option B,Canadienne,Rabat,USA,59
Essadiq,James,M,1996-04-01,Option B,Japonaise,Casablanca,Tunisie,29
Dubois,Sanae,F,1992-08-04,Option B,Marocaine,Paris,France,33
Khaled,Robert,M,1967-03-09,Option B,Française,Bruxelles,Suisse,58
Rodriguez,Michael,M,1976-10-04,Option B,Canadienne,Lyon,Maroc,49
Petit,Pierre,M,1993-04-09,Option C,Marocaine,Bruxelles,Égypte,32
Fathy,Jean,M,1981-12-11,Option B,Japonaise,Genève,Italie,44
Martin,Elizabeth,F,1980-12-18,Option A,Américaine,Marseille,Tunisie,45
Ibrahim,Thomas,M,1991-12-16,Option A,Espagnole,Marrakech,USA,34
Bernard,Marc,M,1962-05-20,Option B,Espagnole,New York,Chine,63
Mouline,Marwa,F,2006-09-12,Option C,Marocaine,Montreal,Mexique,19
Miller,Susan,F,1972-05-25,Option C,Canadienne,Meknès,Allemagne,53
Rodriguez,Amina,F,2001-11-09,Option B,Espagnole,Tétouan,Allemagne,24
Durand,Omar,M,1995-02-25,Option A,Espagnole,Meknès,Mexique,30
Bernard,Léa,F,1993-03-20,Option B,Américaine,Bordeaux,Inde,32
Laurent,John,M,1983-01-14,Option B,Japonaise,Oujda,Canada,42
Jones,Karim,M,1985-01-17,Option B,Allemande,Marrakech,Australie,40
Mohamed,Ali,M,1986-09-27,Option C,Espagnole,Lyon,Suisse,39
Durand,Jessica,F,1982-08-05,Option C,Marocaine,Londres,Japon,43
Johnson,Jean,M,1975-05-09,Option A,Française,Montreal,Portugal,50
Essadiq,William,M,1997-03-19,Option A,Japonaise,Meknès,Inde,28
Othmani,Sarah,F,1998-07-09,Option B,Américaine,Casablanca,Argentine,27
Bernard,Salma,F,1983-06-18,Option A,Japonaise,Marrakech,Japon,42
Garcia,Julien,M,1971-01-02,Option B,Américaine,Bruxelles,Belgique,54
Laurent,Elizabeth,F,1960-01-26,Option A,Japonaise,Rabat,Chine,65
Rodriguez,Zineb,F,1965-10-25,Option B,Allemande,Kenitra,Australie,60
Mahmoud,Rachid,M,1970-10-15,Option C,Marocaine,Agadir,Tunisie,55
Bernard,Youssef,M,1967-12-16,Option B,Française,New York,Japon,58
Jones,Karen,F,1963-08-15,Option C,Espagnole,Bordeaux,Égypte,62
Richard,Joseph,M,1984-07-15,Option C,Allemande,Montreal,Canada,41
El Amrani,David,M,1968-03-08,Option A,Marocaine,Fès,Portugal,57
El Haddad,Mary,F,1962-02-02,Option A,Française,Agadir,Chine,63
Bernard,Sophie,F,1975-11-10,Option C,Japonaise,Lyon,Canada,50
Rodriguez,Claire,F,1991-03-23,Option B,Espagnole,Kenitra,Chine,34
Robert,James,M,1984-01-08,Option B,Française,Paris,USA,41
Dupont,Mary,F,1971-12-23,Option A,Canadienne,Fès,Tunisie,54
Mohamed,Amina,F,2006-04-14,Option B,Française,Tanger,Brésil,19
Laurent,Mathieu,M,1976-05-10,Option B,Marocaine,Kenitra,USA,49
Moreau,Julien,M,1984-01-04,Option B,Allemande,Fès,USA,41
Dubois,Hugo,M,1999-01-17,Option C,Espagnole,Tanger,Espagne,26
Smith,Mohamed,M,2004-10-17,Option C,Allemande,Berlin,Portugal,21
Hassan,Patricia,F,1991-07-23,Option B,Espagnole,Montreal,Maroc,34
Jones,Jennifer,F,1991-04-15,Option A,Canadienne,Marseille,Chine,34
Essadiq,Jean,M,1960-12-02,Option B,Marocaine,Lisbonne,Espagne,65
Lahlou,Léa,F,1978-12-19,Option A,Française,Casablanca,Égypte,47
Brown,Sophie,F,1968-08-13,Option C,Canadienne,Madrid,Suisse,57
Lahlou,Mary,F,1997-08-11,Option B,Japonaise,Toulouse,France,28
Mohamed,Jessica,F,1987-11-22,Option B,Américaine,Marseille,UK,38
Miller,Zineb,F,1987-10-09,Option A,Japonaise,Casablanca,Allemagne,38
Garcia,Chloé,F,1990-11-28,Option A,Marocaine,Casablanca,Inde,35
Mouline,Amina,F,1979-09-20,Option B,Canadienne,Madrid,France,46
Johnson,Susan,F,1984-12-01,Option B,Allemande,Kenitra,Inde,41
Fathy,Hugo,M,1998-01-12,Option A,Canadienne,Tanger,Portugal,27
Laurent,James,M,1963-10-05,Option C,Américaine,Fès,Brésil,62
Robert,Joseph,M,1991-02-15,Option A,Marocaine,Rabat,Suisse,34
Dubois,Luc,M,1990-06-07,Option B,Canadienne,Rabat,Brésil,35
Ibrahim,Thomas,M,1966-01-06,Option C,Espagnole,Rabat,Brésil,59
El Idrissi,Sarah,F,1960-08-12,Option C,Japonaise,Montreal,Japon,65
Benali,Daniel,M,1988-05-14,Option C,Française,Montreal,Japon,37
Wilson,Linda,F,1971-12-23,Option C,Japonaise,Rome,Tunisie,54
Bernard,Susan,F,1963-10-22,Option B,Marocaine,Rabat,Belgique,62
Brown,Michael,M,1990-04-15,Option C,Canadienne,Bordeaux,Égypte,35
El Amrani,John,M,1991-07-26,Option A,Japonaise,Rabat,Canada,34
Richard,Emma,F,1999-09-10,Option A,Canadienne,Genève,Espagne,26
Miller,James,M,1994-10-16,Option A,Japonaise,Montreal,Allemagne,31
Johnson,Daniel,M,1979-07-28,Option B,Marocaine,Tokyo,Italie,46
Richard,William,M,1977-05-23,Option C,Allemande,Casablanca,Allemagne,48
Benali,Mohamed,M,2004-03-18,Option A,Japonaise,Lyon,Portugal,21
El Amrani,Youssef,M,1990-11-15,Option A,Française,Toulouse,USA,35
Williams,Antoine,M,1988-05-20,Option A,Japonaise,Toulouse,Égypte,37
Richard,Jessica,F,1961-05-24,Option C,Marocaine,Lisbonne,Australie,64
Ibrahim,Hassan,M,1965-12-04,Option A,Japonaise,Paris,Canada,60
Williams,James,M,1964-09-07,Option C,Française,Tanger,Espagne,61
Khaled,James,M,1999-10-28,Option C,Espagnole,Casablanca,Italie,26
Durand,Marwa,F,1995-07-13,Option C,Française,Tokyo,Mexique,30
Dubois,James,M,1993-08-12,Option B,Marocaine,Meknès,Inde,32
El Amrani,Marc,M,1981-06-24,Option B,Canadienne,Casablanca,Égypte,44
Bernard,Luc,M,1993-03-26,Option C,Japonaise,Tanger,USA,32
El Amrani,Karen,F,1980-10-01,Option C,Allemande,Paris,Chine,45
Benali,Mehdi,M,1971-06-17,Option B,Française,Rabat,Brésil,54
Othmani,Zineb,F,1989-09-18,Option B,Espagnole,Marrakech,Portugal,36
Benali,Elizabeth,F,1982-11-18,Option C,Française,Berlin,USA,43
Hassan,Patricia,F,1982-07-18,Option B,Japonaise,Rabat,Portugal,43
Martin,Julien,M,1983-10-08,Option A,Canadienne,Madrid,Inde,42
