nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Davis,Rachid,F,2021-11-14,Option C,Française,Kenitra,France,56
Robert,Susan,F,2023-08-28,Option C,Canadienne,Madrid,Italie,39
Bernard,Karim,F,2021-05-07,Option C,Américaine,Agadir,Portugal,33
Adel,James,F,2023-12-19,Option A,Marocaine,Bordeaux,Belgique,26
Laurent,Louis,M,2022-09-05,Option C,Marocaine,Rabat,Canada,41
Laurent,Sophie,M,2022-12-28,Option C,Française,Oujda,Australie,69
Martin,Jennifer,F,2023-06-10,Option C,Canadienne,Madrid,UK,26
Dubois,Susan,F,2023-04-14,Option C,Marocaine,Montreal,Mexique,31
Benali,Elizabeth,M,2022-12-12,Option C,Marocaine,New York,Brésil,38
Bernard,David,F,2023-09-19,Option C,Française,Tokyo,Brésil,61
Laurent,Laila,M,2023-05-17,Option B,Japonaise,Tétouan,Mexique,49
Williams,Christopher,F,2020-07-09,Option B,Française,Lisbonne,Australie,46
Hassan,Ahmed,F,2021-02-23,Option C,Japonaise,Casablanca,Chine,48
Hassan,Nour,F,2022-10-13,Option A,Marocaine,Casablanca,Mexique,28
Davis,Sophie,F,2023-06-25,Option A,Allemande,Lyon,Belgique,52
Robert,Claire,F,2022-06-08,Option C,Marocaine,Bordeaux,Japon,55
El Idrissi,Elizabeth,F,2023-05-30,Option C,Marocaine,Oujda,UK,61
Fathy,Ali,M,2023-07-13,Option C,Américaine,Casablanca,Canada,61
Laurent,Jennifer,F,2023-12-22,Option B,Canadienne,Rabat,Allemagne,19
Richard,Mehdi,M,2021-07-10,Option C,Canadienne,Casablanca,UK,19
Jones,Élodie,F,2022-10-21,Option A,Américaine,Montreal,Australie,53
Martin,Thomas,M,2023-08-07,Option B,Marocaine,Madrid,Japon,62
Smith,Patricia,F,2020-11-22,Option A,Marocaine,Toulouse,Argentine,55
Chentouf,Mohamed,M,2021-05-27,Option B,Française,New York,Australie,21
Miller,Élodie,F,2022-11-16,Option B,Américaine,Marseille,Japon,37
Robert,Claire,F,2022-09-15,Option C,Espagnole,Fès,Japon,33
Brown,Ahmed,F,2021-08-14,Option C,Canadienne,Madrid,Suisse,58
Rodriguez,Michael,F,2021-09-08,Option C,Marocaine,Lyon,Inde,61
Jones,Sophie,F,2022-09-11,Option C,Espagnole,Rome,Australie,33
Dupont,Camille,F,2023-08-22,Option B,Allemande,Genève,Chine,22
El Amrani,James,M,2023-02-13,Option A,Française,Agadir,UK,62
Bernard,Susan,M,2023-08-10,Option C,Française,Lisbonne,Inde,35
Smith,Ali,M,2020-10-22,Option B,Marocaine,Montreal,Égypte,35
Smith,Sanae,M,2020-12-22,Option B,Américaine,Rabat,Australie,62
Bernard,James,F,2023-10-29,Option C,Française,Madrid,France,23
Petit,Marc,M,2022-03-28,Option C,Marocaine,Meknès,Brésil,47
Rodriguez,Amina,M,2021-09-24,Option B,Française,Tétouan,Belgique,63
Richard,Louis,M,2023-06-29,Option C,Marocaine,Kenitra,Brésil,51
El Amrani,Pierre,F,2023-11-25,Option B,Marocaine,Tanger,UK,23
Dupont,Luc,M,2020-03-19,Option B,Française,Lyon,Allemagne,40
Chentouf,Emma,F,2023-04-24,Option C,Canadienne,Madrid,Espagne,27
Smith,Amina,F,2023-04-28,Option A,Marocaine,Rabat,Japon,63
Wilson,Ahmed,F,2023-04-28,Option C,Marocaine,Fès,Allemagne,30
Richard,Sophie,F,2020-11-30,Option B,Canadienne,Paris,Brésil,39
Miller,Michael,F,2021-06-01,Option A,Française,New York,Allemagne,22
Davis,Jessica,F,2022-12-06,Option B,Marocaine,Casablanca,UK,63
Martin,Salma,M,2022-11-09,Option C,Marocaine,Paris,France,41
Othmani,Sarah,F,2021-03-18,Option C,Canadienne,Tanger,Allemagne,26
Chentouf,Hugo,F,2021-09-08,Option A,Française,Paris,Allemagne,28
Laurent,Pierre,F,2022-08-19,Option A,Marocaine,Berlin,Mexique,64
Essadiq,Joseph,M,2022-08-18,Option C,Américaine,Marrakech,Brésil,21
Petit,Salma,F,2021-11-07,Option C,Allemande,Paris,Australie,54
Dubois,Marie,F,2021-02-11,Option A,Espagnole,Paris,Australie,50
Laurent,Karen,M,2023-02-22,Option A,Japonaise,Berlin,UK,19
El Amrani,Ali,M,2022-09-28,Option B,Française,Madrid,France,35
Williams,Léa,M,2021-01-22,Option C,Japonaise,Casablanca,UK,33
Williams,Michael,M,2023-03-01,Option B,Américaine,Bruxelles,Argentine,41
Jones,Ikram,M,2021-01-17,Option B,Canadienne,Kenitra,Tunisie,59
Jones,Susan,F,2020-03-13,Option C,Canadienne,Lyon,Allemagne,42
Wilson,Marie,F,2021-10-11,Option C,Japonaise,Bruxelles,Argentine,61
Johnson,David,M,2020-05-18,Option B,Américaine,Tanger,France,58
Bernard,Camille,F,2022-07-08,Option C,Espagnole,Rabat,Canada,34
Ibrahim,Christopher,M,2022-03-04,Option B,Marocaine,Kenitra,Allemagne,30
Williams,Rachid,M,2023-09-16,Option C,Américaine,Agadir,UK,37
Essadiq,Joseph,M,2021-06-28,Option C,Allemande,Casablanca,Espagne,21
Rodriguez,Louis,F,2020-07-07,Option B,Marocaine,Kenitra,Suisse,33
El Haddad,John,F,2021-08-31,Option C,Japonaise,Agadir,Portugal,59
Jones,Marwa,M,2022-11-13,Option C,Marocaine,Tokyo,Australie,46
Mahmoud,Amina,M,2020-06-21,Option C,Marocaine,Casablanca,Brésil,42
Laurent,Ahmed,M,2023-12-22,Option C,Marocaine,Paris,Allemagne,44
Smith,Nicolas,M,2021-05-02,Option B,Canadienne,Rabat,Mexique,58
El Haddad,Élodie,F,2021-06-12,Option A,Américaine,Berlin,Tunisie,34
Dubois,Zineb,F,2023-02-25,Option B,Française,Bruxelles,Australie,39
Laurent,Karim,F,2023-09-20,Option C,Allemande,Marseille,Inde,23
Smith,Susan,M,2021-10-13,Option C,Canadienne,Meknès,Maroc,48
Essadiq,Zineb,F,2020-04-24,Option C,Marocaine,Lyon,Japon,48
El Amrani,Omar,M,2021-05-22,Option B,Française,Montreal,Australie,31
Martin,David,F,2022-07-24,Option C,Française,Fès,Australie,31
El Haddad,Karen,F,2021-11-29,Option B,Marocaine,Tétouan,Espagne,35
Dubois,James,M,2022-08-27,Option B,Marocaine,Montreal,Belgique,56
Dubois,Mathieu,M,2022-08-05,Option B,Française,Rabat,Égypte,30
Petit,Joseph,M,2023-01-23,Option C,Japonaise,Tokyo,Chine,36
Mahmoud,Luc,M,2023-05-28,Option B,Espagnole,New York,Japon,49
Miller,Julien,F,2021-03-23,Option A,Allemande,Marseille,Belgique,39
Richard,Julien,F,2023-01-23,Option A,Française,Madrid,Espagne,31
Mohamed,Ali,M,2023-01-06,Option A,Française,Agadir,Égypte,48
Smith,Louis,M,2022-09-06,Option A,Canadienne,Fès,Japon,31
Garcia,Michael,M,2022-02-14,Option B,Allemande,Tanger,Suisse,37
Miller,Jennifer,F,2020-06-03,Option B,Canadienne,Casablanca,Italie,60
Durand,Marie,F,2020-04-20,Option A,Allemande,Agadir,Suisse,52
El Amrani,Youssef,M,2020-08-27,Option B,Française,Rabat,Australie,33
Dubois,David,F,2021-03-06,Option B,Allemande,Rabat,Portugal,33
El Amrani,Louis,M,2021-07-11,Option B,Canadienne,Berlin,Allemagne,46
Mohamed,Antoine,M,2023-05-27,Option B,Française,Madrid,USA,35
Johnson,Julien,M,2021-11-09,Option B,Française,Madrid,USA,45
Wilson,Louis,F,2022-03-07,Option B,Canadienne,Rome,Brésil,37
Chentouf,Mary,F,2020-08-16,Option B,Française,Fès,Égypte,36
Dubois,Rachid,F,2020-06-09,Option B,Française,Agadir,Espagne,64
Bernard,Zineb,M,2023-01-05,Option C,Française,Rome,Argentine,50
Robert,Omar,F,2023-03-30,Option B,Américaine,Meknès,Australie,48
El Idrissi,Zineb,F,2022-12-11,Option C,Américaine,Marseille,UK,67
Ibrahim,Joseph,F,2020-06-15,Option B,Française,Marrakech,USA,63
Martin,Rachid,M,2022-06-26,Option C,Canadienne,Rabat,Égypte,63
Khaled,Michael,M,2023-03-30,Option B,Canadienne,Marrakech,Égypte,26
Rodriguez,David,F,2022-03-15,Option C,Espagnole,Agadir,Brésil,30
Williams,Julien,F,2020-03-30,Option C,Canadienne,Fès,Suisse,27
Richard,Julien,F,2020-11-22,Option C,Canadienne,Casablanca,Espagne,44
Richard,John,M,2023-08-17,Option A,Américaine,Montreal,Japon,33
Essadiq,Julie,F,2021-06-08,Option C,Marocaine,Rabat,Argentine,31
Robert,Camille,F,2022-04-11,Option A,Espagnole,Kenitra,UK,36
Martin,Mathieu,M,2022-09-14,Option B,Marocaine,Kenitra,Belgique,61
Johnson,Camille,M,2023-09-23,Option B,Française,Marseille,UK,32
Jones,Omar,M,2020-11-05,Option A,Espagnole,Tokyo,Argentine,62
Richard,John,M,2021-12-08,Option C,Américaine,Montreal,Allemagne,62
Jones,David,F,2020-07-25,Option C,Canadienne,Lyon,Espagne,36
Miller,Ahmed,F,2023-05-06,Option B,Canadienne,Oujda,Japon,22
Dubois,Karen,F,2023-06-02,Option B,Américaine,Kenitra,Chine,21
Jones,Youssef,M,2022-03-13,Option B,Française,Casablanca,Égypte,62
Jones,Thomas,F,2023-02-20,Option C,Canadienne,Agadir,Brésil,60
Mohamed,Karen,M,2021-10-19,Option B,Française,Fès,Allemagne,56
Richard,Aicha,F,2020-09-25,Option A,Américaine,Oujda,Japon,52
Essadiq,Hugo,F,2022-11-11,Option B,Américaine,Londres,Chine,32
Garcia,Robert,M,2021-02-25,Option B,Américaine,Rabat,Australie,22
Bernard,Marc,M,2021-03-27,Option C,Canadienne,Fès,Maroc,31
El Haddad,Michael,F,2022-05-29,Option C,Française,Tanger,Brésil,38
Robert,Fatima,F,2023-12-17,Option C,Canadienne,Tanger,Canada,35
Johnson,Hugo,F,2021-08-08,Option A,Française,Tétouan,Argentine,25
Laurent,Aicha,F,2021-08-19,Option B,Allemande,Kenitra,UK,37
Richard,Zineb,M,2020-06-01,Option B,Espagnole,Casablanca,Australie,39
Smith,Chloé,M,2021-10-12,Option A,Marocaine,Tanger,Égypte,20
Moreau,Ali,M,2022-05-02,Option B,Canadienne,Oujda,France,30
Chentouf,Claire,F,2020-01-30,Option C,Française,New York,Brésil,48
Jones,Louis,F,2023-09-11,Option C,Allemande,Tokyo,Japon,49
Martin,Omar,M,2020-02-23,Option B,Française,Rome,Espagne,22
Brown,Marwa,F,2023-09-05,Option C,Canadienne,Bruxelles,Espagne,63
Durand,Marc,M,2023-09-18,Option C,Marocaine,Rabat,Chine,29
Jones,Thomas,F,2021-04-20,Option C,Marocaine,Madrid,Belgique,60
Petit,Rachid,M,2023-06-08,Option C,Française,Tokyo,Brésil,50
Williams,Robert,M,2023-08-07,Option B,Française,Tétouan,UK,32
Smith,Marc,M,2021-01-30,Option C,Canadienne,Casablanca,Égypte,21
Richard,Robert,F,2020-04-28,Option B,Allemande,Berlin,UK,42
El Idrissi,Louis,F,2023-01-03,Option C,Allemande,Londres,Allemagne,56
Miller,Ikram,M,2023-01-31,Option C,Espagnole,Rabat,Maroc,47
Benali,Ali,M,2022-09-12,Option A,Marocaine,Oujda,Canada,37
Miller,Mary,F,2021-08-12,Option B,Française,Berlin,Australie,46
Chentouf,Élodie,F,2022-02-10,Option B,Française,Berlin,Espagne,33
Martin,Jessica,F,2023-03-20,Option A,Française,Lisbonne,Allemagne,33
Miller,Zineb,F,2023-12-07,Option A,Allemande,Marseille,Brésil,38
Mohamed,Léa,F,2021-05-28,Option B,Française,Oujda,Maroc,43
Richard,Rachid,F,2020-07-19,Option C,Japonaise,Montreal,Espagne,51
Smith,Michael,M,2023-02-11,Option A,Marocaine,Londres,Argentine,27
Miller,Ikram,F,2023-09-22,Option C,Américaine,Kenitra,Suisse,59
Johnson,Karen,F,2021-04-15,Option C,Marocaine,Kenitra,Australie,32
Rodriguez,Ali,M,2023-07-30,Option B,Française,Marseille,Australie,55
Lahlou,Ahmed,M,2023-04-03,Option B,Américaine,Rabat,Égypte,63
Garcia,Rachid,F,2020-02-15,Option A,Canadienne,New York,UK,24
Garcia,Karim,M,2023-06-21,Option A,Marocaine,Tanger,UK,65
Jones,Sophie,F,2021-08-11,Option A,Espagnole,Rome,Australie,32
Smith,Julien,F,2020-07-11,Option B,Canadienne,Oujda,USA,42
Jones,Hugo,M,2023-12-18,Option C,Américaine,Rabat,France,30
Brown,Patricia,F,2023-06-05,Option B,Américaine,Meknès,USA,34
Chentouf,Ahmed,M,2022-05-20,Option C,Japonaise,Rabat,UK,56
Richard,Mehdi,F,2020-07-06,Option C,Canadienne,Meknès,Australie,41
Dupont,Jessica,F,2021-06-06,Option A,Canadienne,Marrakech,Suisse,23
El Amrani,Léa,F,2023-12-02,Option B,Française,Marrakech,Brésil,35
Garcia,Zineb,F,2022-12-21,Option C,Canadienne,Rome,USA,59
Mouline,Mehdi,M,2023-07-22,Option C,Marocaine,Marseille,Argentine,24
Miller,Michael,M,2021-10-28,Option C,Marocaine,Rabat,Inde,56
Martin,Julien,M,2022-09-27,Option C,Canadienne,Madrid,Allemagne,56
El Amrani,Camille,M,2022-04-05,Option B,Marocaine,Lyon,Brésil,47
Chentouf,Youssef,M,2020-04-03,Option C,Marocaine,Marrakech,UK,49
Bernard,Julie,M,2022-05-02,Option B,Canadienne,Lyon,UK,28
Miller,Antoine,M,2023-01-01,Option B,Française,Casablanca,Japon,19
Dubois,Julie,F,2022-05-02,Option B,Canadienne,Agadir,USA,39
Brown,Fatima,M,2022-02-25,Option C,Canadienne,Montreal,Espagne,54
Garcia,Julien,M,2020-11-25,Option A,Américaine,Agadir,UK,40
Jones,Susan,F,2023-02-28,Option C,Américaine,Rabat,UK,41
Rodriguez,Hugo,F,2020-03-31,Option B,Française,Fès,Brésil,28
Robert,Mary,F,2023-10-23,Option A,Française,Oujda,Belgique,62
Dupont,Julien,M,2023-02-18,Option C,Marocaine,Kenitra,UK,49
Lahlou,Robert,M,2023-09-22,Option A,Marocaine,Lisbonne,Mexique,47
Bernard,Mathieu,F,2022-10-23,Option B,Marocaine,Marrakech,Portugal,62
Garcia,Chloé,F,2021-10-21,Option A,Française,Genève,Mexique,34
Bernard,Julien,M,2022-12-19,Option C,Marocaine,Rabat,Espagne,35
Robert,Mathieu,M,2022-05-28,Option C,Japonaise,Genève,Belgique,59
Jones,Marie,F,2020-09-02,Option B,Française,Rabat,Brésil,65
Moreau,Pierre,M,2021-09-06,Option B,Espagnole,Agadir,Chine,30
Smith,Sarah,M,2020-01-08,Option B,Marocaine,Marrakech,UK,35
Benali,Robert,F,2021-07-25,Option B,Française,Rabat,Allemagne,33
Robert,Ali,M,2021-10-17,Option B,Française,Marrakech,Espagne,62
Durand,Julie,F,2021-07-11,Option B,Canadienne,Marseille,Portugal,60
Richard,Marc,F,2020-01-15,Option C,Espagnole,Kenitra,Allemagne,44
Smith,Julien,F,2021-04-12,Option C,Marocaine,Madrid,France,33
Jones,Linda,M,2023-07-29,Option C,Française,Rabat,Espagne,50
Moreau,Camille,F,2023-04-23,Option B,Canadienne,Madrid,USA,58
Smith,Hassan,F,2022-04-19,Option C,Française,Bruxelles,UK,56
Dubois,Élodie,F,2021-02-08,Option B,Canadienne,Tétouan,UK,25
El Idrissi,Camille,F,2021-09-16,Option C,Française,Montreal,Espagne,62
Dubois,Zineb,M,2023-02-08,Option C,Japonaise,Marrakech,Australie,48
Laurent,Claire,M,2021-02-19,Option B,Française,Rabat,Espagne,38
Dupont,Julien,M,2021-03-09,Option A,Américaine,Tétouan,Belgique,33
El Amrani,Barbara,F,2020-07-28,Option B,Canadienne,Marseille,Chine,29
Moreau,Samir,F,2023-12-26,Option B,Française,Genève,Japon,40
El Amrani,Nicolas,M,2020-06-15,Option C,Allemande,Rabat,USA,50
Davis,Karen,F,2021-11-09,Option B,Française,Rabat,Australie,41
Johnson,Hassan,M,2020-09-29,Option C,Canadienne,Bruxelles,Inde,48
Dupont,Youssef,M,2021-11-11,Option B,Française,Bruxelles,USA,21
Mahmoud,Marie,F,2022-02-26,Option B,Canadienne,Marseille,Italie,57
Richard,Marc,F,2021-07-20,Option C,Canadienne,Montreal,Japon,61
Petit,Hugo,F,2021-12-02,Option B,Japonaise,Fès,Chine,34
Richard,Christopher,M,2020-08-24,Option A,Marocaine,Marseille,Italie,32
Martin,Fatima,M,2021-10-15,Option A,Canadienne,Montreal,Portugal,43
Miller,Sophie,F,2022-03-10,Option C,Espagnole,Madrid,Chine,25
Martin,Jean,M,2022-11-11,Option B,Française,New York,Japon,41
Bernard,Mehdi,F,2022-06-05,Option B,Canadienne,Meknès,Portugal,32
Durand,David,M,2021-10-16,Option B,Canadienne,Kenitra,Allemagne,32
Richard,Jean,M,2020-08-02,Option C,Française,Bordeaux,Australie,38
Miller,Salma,F,2023-04-10,Option C,Marocaine,Agadir,Espagne,36
Mohamed,Aicha,F,2020-01-11,Option A,Française,Kenitra,Mexique,32
Martin,Susan,M,2020-01-22,Option B,Française,Kenitra,Allemagne,47
Martin,Hassan,M,2020-05-13,Option B,Française,Rome,Brésil,43
Benali,Mohamed,F,2022-08-08,Option B,Marocaine,Agadir,Japon,22
Mohamed,Mohamed,F,2021-08-17,Option A,Française,Marseille,Japon,62
Fathy,Sanae,M,2023-04-21,Option B,Américaine,Lyon,Maroc,30
Williams,Zineb,F,2022-04-12,Option A,Canadienne,Bruxelles,Chine,29
Williams,Zineb,F,2022-07-17,Option C,Marocaine,Paris,Canada,60
Hassan,Marc,F,2022-04-04,Option B,Allemande,Lyon,Portugal,62
Johnson,Mathieu,M,2023-09-29,Option C,Espagnole,Kenitra,Belgique,31
Martin,Mary,M,2022-12-20,Option C,Française,Casablanca,UK,66
Adel,Mary,M,2023-04-21,Option C,Française,Madrid,Chine,41
Wilson,Elizabeth,F,2022-06-13,Option C,Marocaine,Kenitra,Japon,23
Bernard,Patricia,F,2022-09-29,Option A,Japonaise,Oujda,Portugal,42
Hassan,Emma,M,2021-03-15,Option A,Française,Tokyo,France,57
Garcia,Ali,F,2021-03-28,Option C,Française,Paris,Inde,28
Richard,Joseph,F,2022-06-29,Option C,Canadienne,Kenitra,UK,27
Dubois,Nicolas,F,2022-10-17,Option C,Française,Rabat,Inde,39
Khaled,Fatima,M,2022-04-14,Option C,Américaine,Bruxelles,Australie,48
Smith,John,M,2021-01-21,Option C,Marocaine,Rabat,Égypte,54
Martin,Aicha,M,2023-12-23,Option C,Marocaine,Marrakech,Belgique,38
Robert,Sarah,F,2022-07-23,Option C,Espagnole,Meknès,UK,64
Laurent,Sarah,F,2022-12-20,Option B,Marocaine,Bruxelles,Égypte,52
Martin,Zineb,F,2023-09-15,Option B,Française,Tanger,Tunisie,41
Williams,Karen,F,2023-04-20,Option B,Canadienne,Casablanca,Australie,33
Laurent,Julien,M,2021-03-11,Option C,Japonaise,Agadir,USA,32
El Amrani,Pierre,F,2023-03-10,Option B,Allemande,Toulouse,Mexique,18
Williams,Ali,M,2022-10-08,Option A,Française,Paris,Allemagne,63
Adel,Élodie,M,2023-08-24,Option A,Américaine,Rabat,Australie,31
Hassan,Susan,M,2020-03-24,Option C,Française,Toulouse,Brésil,39
Benali,Amina,M,2021-10-31,Option B,Marocaine,Bruxelles,Belgique,53
Miller,Emma,F,2022-02-14,Option A,Française,Berlin,Chine,46
Bernard,Marc,F,2020-01-26,Option C,Marocaine,Bruxelles,UK,29
Rodriguez,Zineb,M,2023-12-30,Option A,Française,Rabat,Brésil,60
Garcia,Sarah,F,2023-07-01,Option C,Marocaine,Tanger,Allemagne,49
Bernard,Marc,M,2022-07-08,Option C,Française,Agadir,Allemagne,48
Bernard,Susan,M,2023-06-06,Option A,Française,Casablanca,USA,38
Brown,James,M,2021-02-24,Option B,Japonaise,Montreal,Australie,67
Laurent,Marc,F,2021-12-22,Option C,Canadienne,Madrid,Canada,23
Khaled,Patricia,F,2023-08-16,Option C,Japonaise,Tanger,Portugal,51
Robert,Marie,F,2020-12-04,Option A,Française,Oujda,Australie,59
Rodriguez,Louis,F,2023-09-25,Option C,Allemande,Kenitra,Allemagne,22
Martin,James,M,2021-02-18,Option B,Allemande,Rabat,UK,29
Miller,Sophie,F,2022-04-06,Option C,Allemande,Marseille,UK,60
Rodriguez,Omar,F,2022-11-01,Option B,Française,Kenitra,Égypte,41
Khaled,Karen,F,2020-03-30,Option A,Allemande,Meknès,Maroc,22
Richard,Marc,F,2023-03-31,Option C,Américaine,Lisbonne,Italie,40
Khaled,Laila,F,2022-10-14,Option C,Canadienne,Agadir,UK,42
Khaled,James,M,2021-02-02,Option A,Marocaine,Tanger,Espagne,56
El Haddad,Claire,F,2021-03-15,Option B,Française,Lyon,Portugal,62
Moreau,Zineb,M,2021-09-18,Option B,Canadienne,Rabat,Belgique,43
Jones,Aicha,F,2023-02-08,Option B,Française,Madrid,Australie,67
El Amrani,Antoine,M,2020-11-02,Option B,Canadienne,Marrakech,Allemagne,24
Jones,Hassan,F,2022-07-01,Option B,Canadienne,Tanger,Espagne,23
Smith,Susan,M,2021-10-19,Option A,Canadienne,Tanger,USA,59
El Amrani,Zineb,M,2022-09-05,Option C,Japonaise,Casablanca,Espagne,35
Laurent,Linda,F,2021-03-18,Option C,Française,Bordeaux,Brésil,48
Durand,Karim,M,2023-03-31,Option A,Marocaine,Kenitra,Australie,52
Durand,Susan,F,2021-09-02,Option A,Française,Montreal,Japon,48
Robert,Jean,F,2023-02-03,Option C,Française,Agadir,Allemagne,31
Rodriguez,Thomas,M,2021-05-18,Option C,Canadienne,Genève,Brésil,44
Jones,Louis,M,2021-05-31,Option B,Marocaine,Madrid,Espagne,43
Martin,Christopher,F,2020-02-12,Option C,Japonaise,Bordeaux,France,66
Davis,Barbara,F,2023-03-13,Option B,Marocaine,Madrid,Japon,23
Williams,Hugo,M,2022-09-19,Option B,Canadienne,Madrid,Belgique,58
Martin,John,F,2023-09-16,Option B,Marocaine,Madrid,UK,21
El Amrani,Luc,M,2020-08-20,Option C,Marocaine,New York,Japon,24
Ibrahim,Robert,F,2020-12-18,Option C,Canadienne,Tétouan,UK,25
Garcia,Mary,F,2021-08-19,Option B,Espagnole,Tétouan,Brésil,27
Dubois,Antoine,M,2022-06-28,Option A,Française,Lyon,Allemagne,65
Dubois,Karim,F,2020-03-31,Option A,Française,Genève,Argentine,53
