nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Williams,Ahmed,M,1963-10-05,Option C,Française,Lisbonne,UK,44
Miller,William,M,1999-06-06,Option A,Marocaine,Meknès,Égypte,23
Richard,Jean,F,1961-05-05,Option B,Américaine,Lisbonne,Italie,21
Smith,Youssef,F,1998-10-28,Option B,Américaine,Rabat,Australie,45
Dubois,Hugo,F,1969-11-11,Option C,Canadienne,Lyon,UK,50
Jones,Julien,F,1966-11-13,Option C,Américaine,Kenitra,Portugal,29
Smith,Youssef,M,1966-01-06,Option A,Marocaine,Londres,Australie,28
Williams,Sarah,M,1996-07-07,Option C,Marocaine,Genève,Japon,52
Lahlou,Jennifer,F,1965-08-27,Option C,Marocaine,Rabat,UK,29
Smith,Louis,M,1973-07-01,Option A,Marocaine,Rome,Brésil,25
Johnson,Julien,F,1999-09-27,Option B,Française,Bruxelles,Japon,59
Petit,David,M,1996-09-21,Option C,Marocaine,Marseille,Suisse,44
Petit,Robert,F,1969-02-15,Option C,Marocaine,Berlin,UK,53
Laurent,David,F,2005-03-01,Option B,Canadienne,Rome,France,48
Johnson,Luc,M,1984-03-06,Option C,Française,Rabat,Chine,49
Wilson,Julien,M,1981-07-20,Option C,Marocaine,Kenitra,UK,60
Miller,Ahmed,F,1987-07-12,Option B,Américaine,Rabat,Belgique,56
Williams,James,M,1963-07-12,Option C,Japonaise,Rabat,UK,50
Mohamed,Jessica,M,1962-09-14,Option C,Marocaine,Lisbonne,Japon,48
Jones,Pierre,F,1975-08-02,Option B,Espagnole,Marseille,Japon,62
Martin,Camille,F,1967-08-17,Option C,Allemande,Paris,USA,36
Martin,Julien,M,1991-07-21,Option C,Japonaise,Rome,Argentine,38
Jones,Elizabeth,F,1960-05-04,Option C,Canadienne,Marseille,Espagne,63
El Amrani,Karim,F,1985-07-01,Option B,Marocaine,Bruxelles,France,43
Jones,Chloé,M,1987-10-23,Option C,Marocaine,Madrid,Italie,27
Johnson,Julie,M,2005-06-13,Option C,Allemande,Lyon,Canada,31
Jones,Ikram,F,1972-10-16,Option A,Marocaine,Paris,UK,49
