nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Mahmoud,Pierre,m,2022-04-29,Option B,Française,Kenitra,Allemagne,51.0
Hassan,Fatima,f,2020-01-12,Option B,Marocaine,Montreal,Belgique,21.75
Davis,Rachid,f,2021-11-14,Option C,Française,Kenitra,France,42.0
Robert,Susan,f,2023-08-28,Option C,Canadienne,Madrid,Italie,29.25
Bernard,Karim,f,2021-05-07,Option C,Américaine,Agadir,Portugal,24.75
Adel,James,f,2023-12-19,Option A,Marocaine,Bordeaux,Belgique,19.5
Laurent,Louis,m,2022-09-05,Option C,Marocaine,Rabat,Canada,61.5
Laurent,Sophie,m,2022-12-28,Option C,Française,Oujda,Australie,103.5
Martin,Jennifer,f,2023-06-10,Option C,Canadienne,Madrid,UK,19.5
Dubois,Susan,f,2023-04-14,Option C,Marocaine,Montreal,Mexique,23.25
Benali,Elizabeth,m,2022-12-12,Option C,Marocaine,New York,Brésil,57.0
Bernard,David,f,2023-09-19,Option C,Française,Tokyo,Brésil,45.75
Laurent,Laila,m,2023-05-17,Option B,Japonaise,Tétouan,Mexique,73.5
Williams,Christopher,f,2020-07-09,Option B,Française,Lisbonne,Australie,34.5
Hassan,Ahmed,f,2021-02-23,Option C,Japonaise,Casablanca,Chine,36.0
Hassan,Nour,f,2022-10-13,Option A,Marocaine,Casablanca,Mexique,21.0
Davis,Sophie,f,2023-06-25,Option A,Allemande,Lyon,Belgique,39.0
Robert,Claire,f,2022-06-08,Option C,Marocaine,Bordeaux,Japon,41.25
El Idrissi,Elizabeth,f,2023-05-30,Option C,Marocaine,Oujda,UK,45.75
Fathy,Ali,m,2023-07-13,Option C,Américaine,Casablanca,Canada,91.5
Laurent,Jennifer,f,2023-12-22,Option B,Canadienne,Rabat,Allemagne,14.25
Richard,Mehdi,m,2021-07-10,Option C,Canadienne,Casablanca,UK,28.5
Jones,Élodie,f,2022-10-21,Option A,Américaine,Montreal,Australie,39.75
Martin,Thomas,m,2023-08-07,Option B,Marocaine,Madrid,Japon,93.0
Smith,Patricia,f,2020-11-22,Option A,Marocaine,Toulouse,Argentine,41.25
Chentouf,Mohamed,m,2021-05-27,Option B,Française,New York,Australie,31.5
Miller,Élodie,f,2022-11-16,Option B,Américaine,Marseille,Japon,27.75
Robert,Claire,f,2022-09-15,Option C,Espagnole,Fès,Japon,24.75
Brown,Ahmed,f,2021-08-14,Option C,Canadienne,Madrid,Suisse,43.5
Rodriguez,Michael,f,2021-09-08,Option C,Marocaine,Lyon,Inde,45.75
Jones,Sophie,f,2022-09-11,Option C,Espagnole,Rome,Australie,24.75
Dupont,Camille,f,2023-08-22,Option B,Allemande,Genève,Chine,16.5
El Amrani,James,m,2023-02-13,Option A,Française,Agadir,UK,93.0
Bernard,Susan,m,2023-08-10,Option C,Française,Lisbonne,Inde,52.5
Smith,Ali,m,2020-10-22,Option B,Marocaine,Montreal,Égypte,52.5
Smith,Sanae,m,2020-12-22,Option B,Américaine,Rabat,Australie,93.0
Bernard,James,f,2023-10-29,Option C,Française,Madrid,France,17.25
Petit,Marc,m,2022-03-28,Option C,Marocaine,Meknès,Brésil,70.5
Rodriguez,Amina,m,2021-09-24,Option B,Française,Tétouan,Belgique,94.5
Richard,Louis,m,2023-06-29,Option C,Marocaine,Kenitra,Brésil,76.5
El Amrani,Pierre,f,2023-11-25,Option B,Marocaine,Tanger,UK,17.25
Dupont,Luc,m,2020-03-19,Option B,Française,Lyon,Allemagne,60.0
Chentouf,Emma,f,2023-04-24,Option C,Canadienne,Madrid,Espagne,20.25
Smith,Amina,f,2023-04-28,Option A,Marocaine,Rabat,Japon,47.25
Wilson,Ahmed,f,2023-04-28,Option C,Marocaine,Fès,Allemagne,22.5
Richard,Sophie,f,2020-11-30,Option B,Canadienne,Paris,Brésil,29.25
Miller,Michael,f,2021-06-01,Option A,Française,New York,Allemagne,16.5
Davis,Jessica,f,2022-12-06,Option B,Marocaine,Casablanca,UK,47.25
Martin,Salma,m,2022-11-09,Option C,Marocaine,Paris,France,61.5
Othmani,Sarah,f,2021-03-18,Option C,Canadienne,Tanger,Allemagne,19.5
Chentouf,Hugo,f,2021-09-08,Option A,Française,Paris,Allemagne,21.0
Laurent,Pierre,f,2022-08-19,Option A,Marocaine,Berlin,Mexique,48.0
Essadiq,Joseph,m,2022-08-18,Option C,Américaine,Marrakech,Brésil,31.5
Petit,Salma,f,2021-11-07,Option C,Allemande,Paris,Australie,40.5
Dubois,Marie,f,2021-02-11,Option A,Espagnole,Paris,Australie,37.5
Laurent,Karen,m,2023-02-22,Option A,Japonaise,Berlin,UK,28.5
El Amrani,Ali,m,2022-09-28,Option B,Française,Madrid,France,52.5
Williams,Léa,m,2021-01-22,Option C,Japonaise,Casablanca,UK,49.5
Williams,Michael,m,2023-03-01,Option B,Américaine,Bruxelles,Argentine,61.5
Jones,Ikram,m,2021-01-17,Option B,Canadienne,Kenitra,Tunisie,88.5
Jones,Susan,f,2020-03-13,Option C,Canadienne,Lyon,Allemagne,31.5
Wilson,Marie,f,2021-10-11,Option C,Japonaise,Bruxelles,Argentine,45.75
Johnson,David,m,2020-05-18,Option B,Américaine,Tanger,France,87.0
Bernard,Camille,f,2022-07-08,Option C,Espagnole,Rabat,Canada,25.5
Ibrahim,Christopher,m,2022-03-04,Option B,Marocaine,Kenitra,Allemagne,45.0
Williams,Rachid,m,2023-09-16,Option C,Américaine,Agadir,UK,55.5
Essadiq,Joseph,m,2021-06-28,Option C,Allemande,Casablanca,Espagne,31.5
Rodriguez,Louis,f,2020-07-07,Option B,Marocaine,Kenitra,Suisse,24.75
El Haddad,John,f,2021-08-31,Option C,Japonaise,Agadir,Portugal,44.25
Jones,Marwa,m,2022-11-13,Option C,Marocaine,Tokyo,Australie,69.0
Mahmoud,Amina,m,2020-06-21,Option C,Marocaine,Casablanca,Brésil,63.0
Laurent,Ahmed,m,2023-12-22,Option C,Marocaine,Paris,Allemagne,66.0
Smith,Nicolas,m,2021-05-02,Option B,Canadienne,Rabat,Mexique,87.0
El Haddad,Élodie,f,2021-06-12,Option A,Américaine,Berlin,Tunisie,25.5
Dubois,Zineb,f,2023-02-25,Option B,Française,Bruxelles,Australie,29.25
Laurent,Karim,f,2023-09-20,Option C,Allemande,Marseille,Inde,17.25
Smith,Susan,m,2021-10-13,Option C,Canadienne,Meknès,Maroc,72.0
Essadiq,Zineb,f,2020-04-24,Option C,Marocaine,Lyon,Japon,36.0
El Amrani,Omar,m,2021-05-22,Option B,Française,Montreal,Australie,46.5
Martin,David,f,2022-07-24,Option C,Française,Fès,Australie,23.25
El Haddad,Karen,f,2021-11-29,Option B,Marocaine,Tétouan,Espagne,26.25
Dubois,James,m,2022-08-27,Option B,Marocaine,Montreal,Belgique,84.0
Dubois,Mathieu,m,2022-08-05,Option B,Française,Rabat,Égypte,45.0
Petit,Joseph,m,2023-01-23,Option C,Japonaise,Tokyo,Chine,54.0
Mahmoud,Luc,m,2023-05-28,Option B,Espagnole,New York,Japon,73.5
Miller,Julien,f,2021-03-23,Option A,Allemande,Marseille,Belgique,29.25
Richard,Julien,f,2023-01-23,Option A,Française,Madrid,Espagne,23.25
Mohamed,Ali,m,2023-01-06,Option A,Française,Agadir,Égypte,72.0
Smith,Louis,m,2022-09-06,Option A,Canadienne,Fès,Japon,46.5
Garcia,Michael,m,2022-02-14,Option B,Allemande,Tanger,Suisse,55.5
Miller,Jennifer,f,2020-06-03,Option B,Canadienne,Casablanca,Italie,45.0
Durand,Marie,f,2020-04-20,Option A,Allemande,Agadir,Suisse,39.0
El Amrani,Youssef,m,2020-08-27,Option B,Française,Rabat,Australie,49.5
Dubois,David,f,2021-03-06,Option B,Allemande,Rabat,Portugal,24.75
El Amrani,Louis,m,2021-07-11,Option B,Canadienne,Berlin,Allemagne,69.0
Mohamed,Antoine,m,2023-05-27,Option B,Française,Madrid,USA,52.5
Johnson,Julien,m,2021-11-09,Option B,Française,Madrid,USA,67.5
Wilson,Louis,f,2022-03-07,Option B,Canadienne,Rome,Brésil,27.75
Chentouf,Mary,f,2020-08-16,Option B,Française,Fès,Égypte,27.0
Dubois,Rachid,f,2020-06-09,Option B,Française,Agadir,Espagne,48.0
Bernard,Zineb,m,2023-01-05,Option C,Française,Rome,Argentine,75.0
Robert,Omar,f,2023-03-30,Option B,Américaine,Meknès,Australie,36.0
El Idrissi,Zineb,f,2022-12-11,Option C,Américaine,Marseille,UK,50.25
Ibrahim,Joseph,f,2020-06-15,Option B,Française,Marrakech,USA,47.25
Martin,Rachid,m,2022-06-26,Option C,Canadienne,Rabat,Égypte,94.5
Khaled,Michael,m,2023-03-30,Option B,Canadienne,Marrakech,Égypte,39.0
Rodriguez,David,f,2022-03-15,Option C,Espagnole,Agadir,Brésil,22.5
Williams,Julien,f,2020-03-30,Option C,Canadienne,Fès,Suisse,20.25
Richard,Julien,f,2020-11-22,Option C,Canadienne,Casablanca,Espagne,33.0
Richard,John,m,2023-08-17,Option A,Américaine,Montreal,Japon,49.5
Essadiq,Julie,f,2021-06-08,Option C,Marocaine,Rabat,Argentine,23.25
Robert,Camille,f,2022-04-11,Option A,Espagnole,Kenitra,UK,27.0
Martin,Mathieu,m,2022-09-14,Option B,Marocaine,Kenitra,Belgique,91.5
Johnson,Camille,m,2023-09-23,Option B,Française,Marseille,UK,48.0
Jones,Omar,m,2020-11-05,Option A,Espagnole,Tokyo,Argentine,93.0
Richard,John,m,2021-12-08,Option C,Américaine,Montreal,Allemagne,93.0
Jones,David,f,2020-07-25,Option C,Canadienne,Lyon,Espagne,27.0
Miller,Ahmed,f,2023-05-06,Option B,Canadienne,Oujda,Japon,16.5
Dubois,Karen,f,2023-06-02,Option B,Américaine,Kenitra,Chine,15.75
Jones,Youssef,m,2022-03-13,Option B,Française,Casablanca,Égypte,93.0
Jones,Thomas,f,2023-02-20,Option C,Canadienne,Agadir,Brésil,45.0
Mohamed,Karen,m,2021-10-19,Option B,Française,Fès,Allemagne,84.0
Richard,Aicha,f,2020-09-25,Option A,Américaine,Oujda,Japon,39.0
Essadiq,Hugo,f,2022-11-11,Option B,Américaine,Londres,Chine,24.0
Garcia,Robert,m,2021-02-25,Option B,Américaine,Rabat,Australie,33.0
Bernard,Marc,m,2021-03-27,Option C,Canadienne,Fès,Maroc,46.5
El Haddad,Michael,f,2022-05-29,Option C,Française,Tanger,Brésil,28.5
Robert,Fatima,f,2023-12-17,Option C,Canadienne,Tanger,Canada,26.25
Johnson,Hugo,f,2021-08-08,Option A,Française,Tétouan,Argentine,18.75
Laurent,Aicha,f,2021-08-19,Option B,Allemande,Kenitra,UK,27.75
Richard,Zineb,m,2020-06-01,Option B,Espagnole,Casablanca,Australie,58.5
Smith,Chloé,m,2021-10-12,Option A,Marocaine,Tanger,Égypte,30.0
Moreau,Ali,m,2022-05-02,Option B,Canadienne,Oujda,France,45.0
Chentouf,Claire,f,2020-01-30,Option C,Française,New York,Brésil,36.0
Jones,Louis,f,2023-09-11,Option C,Allemande,Tokyo,Japon,36.75
Martin,Omar,m,2020-02-23,Option B,Française,Rome,Espagne,33.0
Brown,Marwa,f,2023-09-05,Option C,Canadienne,Bruxelles,Espagne,47.25
Durand,Marc,m,2023-09-18,Option C,Marocaine,Rabat,Chine,43.5
Jones,Thomas,f,2021-04-20,Option C,Marocaine,Madrid,Belgique,45.0
Petit,Rachid,m,2023-06-08,Option C,Française,Tokyo,Brésil,75.0
Williams,Robert,m,2023-08-07,Option B,Française,Tétouan,UK,48.0
Smith,Marc,m,2021-01-30,Option C,Canadienne,Casablanca,Égypte,31.5
Richard,Robert,f,2020-04-28,Option B,Allemande,Berlin,UK,31.5
El Idrissi,Louis,f,2023-01-03,Option C,Allemande,Londres,Allemagne,42.0
Miller,Ikram,m,2023-01-31,Option C,Espagnole,Rabat,Maroc,70.5
Benali,Ali,m,2022-09-12,Option A,Marocaine,Oujda,Canada,55.5
Miller,Mary,f,2021-08-12,Option B,Française,Berlin,Australie,34.5
Chentouf,Élodie,f,2022-02-10,Option B,Française,Berlin,Espagne,24.75
Martin,Jessica,f,2023-03-20,Option A,Française,Lisbonne,Allemagne,24.75
Miller,Zineb,f,2023-12-07,Option A,Allemande,Marseille,Brésil,28.5
Mohamed,Léa,f,2021-05-28,Option B,Française,Oujda,Maroc,32.25
Richard,Rachid,f,2020-07-19,Option C,Japonaise,Montreal,Espagne,38.25
Smith,Michael,m,2023-02-11,Option A,Marocaine,Londres,Argentine,40.5
Miller,Ikram,f,2023-09-22,Option C,Américaine,Kenitra,Suisse,44.25
Johnson,Karen,f,2021-04-15,Option C,Marocaine,Kenitra,Australie,24.0
Rodriguez,Ali,m,2023-07-30,Option B,Française,Marseille,Australie,82.5
Lahlou,Ahmed,m,2023-04-03,Option B,Américaine,Rabat,Égypte,94.5
Garcia,Rachid,f,2020-02-15,Option A,Canadienne,New York,UK,18.0
Garcia,Karim,m,2023-06-21,Option A,Marocaine,Tanger,UK,97.5
Jones,Sophie,f,2021-08-11,Option A,Espagnole,Rome,Australie,24.0
Smith,Julien,f,2020-07-11,Option B,Canadienne,Oujda,USA,31.5
Jones,Hugo,m,2023-12-18,Option C,Américaine,Rabat,France,45.0
Brown,Patricia,f,2023-06-05,Option B,Américaine,Meknès,USA,25.5
Chentouf,Ahmed,m,2022-05-20,Option C,Japonaise,Rabat,UK,84.0
Richard,Mehdi,f,2020-07-06,Option C,Canadienne,Meknès,Australie,30.75
Dupont,Jessica,f,2021-06-06,Option A,Canadienne,Marrakech,Suisse,17.25
El Amrani,Léa,f,2023-12-02,Option B,Française,Marrakech,Brésil,26.25
Garcia,Zineb,f,2022-12-21,Option C,Canadienne,Rome,USA,44.25
Mouline,Mehdi,m,2023-07-22,Option C,Marocaine,Marseille,Argentine,36.0
Miller,Michael,m,2021-10-28,Option C,Marocaine,Rabat,Inde,84.0
Martin,Julien,m,2022-09-27,Option C,Canadienne,Madrid,Allemagne,84.0
El Amrani,Camille,m,2022-04-05,Option B,Marocaine,Lyon,Brésil,70.5
Chentouf,Youssef,m,2020-04-03,Option C,Marocaine,Marrakech,UK,73.5
Bernard,Julie,m,2022-05-02,Option B,Canadienne,Lyon,UK,42.0
Miller,Antoine,m,2023-01-01,Option B,Française,Casablanca,Japon,28.5
Dubois,Julie,f,2022-05-02,Option B,Canadienne,Agadir,USA,29.25
Brown,Fatima,m,2022-02-25,Option C,Canadienne,Montreal,Espagne,81.0
Garcia,Julien,m,2020-11-25,Option A,Américaine,Agadir,UK,60.0
Jones,Susan,f,2023-02-28,Option C,Américaine,Rabat,UK,30.75
Rodriguez,Hugo,f,2020-03-31,Option B,Française,Fès,Brésil,21.0
Robert,Mary,f,2023-10-23,Option A,Française,Oujda,Belgique,46.5
Dupont,Julien,m,2023-02-18,Option C,Marocaine,Kenitra,UK,73.5
Lahlou,Robert,m,2023-09-22,Option A,Marocaine,Lisbonne,Mexique,70.5
Bernard,Mathieu,f,2022-10-23,Option B,Marocaine,Marrakech,Portugal,46.5
Garcia,Chloé,f,2021-10-21,Option A,Française,Genève,Mexique,25.5
Bernard,Julien,m,2022-12-19,Option C,Marocaine,Rabat,Espagne,52.5
Robert,Mathieu,m,2022-05-28,Option C,Japonaise,Genève,Belgique,88.5
Jones,Marie,f,2020-09-02,Option B,Française,Rabat,Brésil,48.75
Moreau,Pierre,m,2021-09-06,Option B,Espagnole,Agadir,Chine,45.0
Smith,Sarah,m,2020-01-08,Option B,Marocaine,Marrakech,UK,52.5
Benali,Robert,f,2021-07-25,Option B,Française,Rabat,Allemagne,24.75
Robert,Ali,m,2021-10-17,Option B,Française,Marrakech,Espagne,93.0
Durand,Julie,f,2021-07-11,Option B,Canadienne,Marseille,Portugal,45.0
Richard,Marc,f,2020-01-15,Option C,Espagnole,Kenitra,Allemagne,33.0
Smith,Julien,f,2021-04-12,Option C,Marocaine,Madrid,France,24.75
Jones,Linda,m,2023-07-29,Option C,Française,Rabat,Espagne,75.0
Moreau,Camille,f,2023-04-23,Option B,Canadienne,Madrid,USA,43.5
Smith,Hassan,f,2022-04-19,Option C,Française,Bruxelles,UK,42.0
Dubois,Élodie,f,2021-02-08,Option B,Canadienne,Tétouan,UK,18.75
El Idrissi,Camille,f,2021-09-16,Option C,Française,Montreal,Espagne,46.5
Dubois,Zineb,m,2023-02-08,Option C,Japonaise,Marrakech,Australie,72.0
Laurent,Claire,m,2021-02-19,Option B,Française,Rabat,Espagne,57.0
Dupont,Julien,m,2021-03-09,Option A,Américaine,Tétouan,Belgique,49.5
El Amrani,Barbara,f,2020-07-28,Option B,Canadienne,Marseille,Chine,21.75
Moreau,Samir,f,2023-12-26,Option B,Française,Genève,Japon,30.0
El Amrani,Nicolas,m,2020-06-15,Option C,Allemande,Rabat,USA,75.0
Davis,Karen,f,2021-11-09,Option B,Française,Rabat,Australie,30.75
Johnson,Hassan,m,2020-09-29,Option C,Canadienne,Bruxelles,Inde,72.0
Dupont,Youssef,m,2021-11-11,Option B,Française,Bruxelles,USA,31.5
Mahmoud,Marie,f,2022-02-26,Option B,Canadienne,Marseille,Italie,42.75
Richard,Marc,f,2021-07-20,Option C,Canadienne,Montreal,Japon,45.75
Petit,Hugo,f,2021-12-02,Option B,Japonaise,Fès,Chine,25.5
Richard,Christopher,m,2020-08-24,Option A,Marocaine,Marseille,Italie,48.0
Martin,Fatima,m,2021-10-15,Option A,Canadienne,Montreal,Portugal,64.5
Miller,Sophie,f,2022-03-10,Option C,Espagnole,Madrid,Chine,18.75
Martin,Jean,m,2022-11-11,Option B,Française,New York,Japon,61.5
Bernard,Mehdi,f,2022-06-05,Option B,Canadienne,Meknès,Portugal,24.0
Durand,David,m,2021-10-16,Option B,Canadienne,Kenitra,Allemagne,48.0
Richard,Jean,m,2020-08-02,Option C,Française,Bordeaux,Australie,57.0
Miller,Salma,f,2023-04-10,Option C,Marocaine,Agadir,Espagne,27.0
Mohamed,Aicha,f,2020-01-11,Option A,Française,Kenitra,Mexique,24.0
Martin,Susan,m,2020-01-22,Option B,Française,Kenitra,Allemagne,70.5
Martin,Hassan,m,2020-05-13,Option B,Française,Rome,Brésil,64.5
Benali,Mohamed,f,2022-08-08,Option B,Marocaine,Agadir,Japon,16.5
Mohamed,Mohamed,f,2021-08-17,Option A,Française,Marseille,Japon,46.5
Fathy,Sanae,m,2023-04-21,Option B,Américaine,Lyon,Maroc,45.0
Williams,Zineb,f,2022-04-12,Option A,Canadienne,Bruxelles,Chine,21.75
Williams,Zineb,f,2022-07-17,Option C,Marocaine,Paris,Canada,45.0
Hassan,Marc,f,2022-04-04,Option B,Allemande,Lyon,Portugal,46.5
Johnson,Mathieu,m,2023-09-29,Option C,Espagnole,Kenitra,Belgique,46.5
Martin,Mary,m,2022-12-20,Option C,Française,Casablanca,UK,99.0
Adel,Mary,m,2023-04-21,Option C,Française,Madrid,Chine,61.5
Wilson,Elizabeth,f,2022-06-13,Option C,Marocaine,Kenitra,Japon,17.25
Bernard,Patricia,f,2022-09-29,Option A,Japonaise,Oujda,Portugal,31.5
Hassan,Emma,m,2021-03-15,Option A,Française,Tokyo,France,85.5
Garcia,Ali,f,2021-03-28,Option C,Française,Paris,Inde,21.0
Richard,Joseph,f,2022-06-29,Option C,Canadienne,Kenitra,UK,20.25
Dubois,Nicolas,f,2022-10-17,Option C,Française,Rabat,Inde,29.25
Khaled,Fatima,m,2022-04-14,Option C,Américaine,Bruxelles,Australie,72.0
Smith,John,m,2021-01-21,Option C,Marocaine,Rabat,Égypte,81.0
Martin,Aicha,m,2023-12-23,Option C,Marocaine,Marrakech,Belgique,57.0
Robert,Sarah,f,2022-07-23,Option C,Espagnole,Meknès,UK,48.0
Laurent,Sarah,f,2022-12-20,Option B,Marocaine,Bruxelles,Égypte,39.0
Martin,Zineb,f,2023-09-15,Option B,Française,Tanger,Tunisie,30.75
Williams,Karen,f,2023-04-20,Option B,Canadienne,Casablanca,Australie,24.75
Laurent,Julien,m,2021-03-11,Option C,Japonaise,Agadir,USA,48.0
El Amrani,Pierre,f,2023-03-10,Option B,Allemande,Toulouse,Mexique,13.5
Williams,Ali,m,2022-10-08,Option A,Française,Paris,Allemagne,94.5
Adel,Élodie,m,2023-08-24,Option A,Américaine,Rabat,Australie,46.5
Hassan,Susan,m,2020-03-24,Option C,Française,Toulouse,Brésil,58.5
Benali,Amina,m,2021-10-31,Option B,Marocaine,Bruxelles,Belgique,79.5
Miller,Emma,f,2022-02-14,Option A,Française,Berlin,Chine,34.5
Bernard,Marc,f,2020-01-26,Option C,Marocaine,Bruxelles,UK,21.75
Rodriguez,Zineb,m,2023-12-30,Option A,Française,Rabat,Brésil,90.0
Garcia,Sarah,f,2023-07-01,Option C,Marocaine,Tanger,Allemagne,36.75
Bernard,Marc,m,2022-07-08,Option C,Française,Agadir,Allemagne,72.0
Bernard,Susan,m,2023-06-06,Option A,Française,Casablanca,USA,57.0
Brown,James,m,2021-02-24,Option B,Japonaise,Montreal,Australie,100.5
Laurent,Marc,f,2021-12-22,Option C,Canadienne,Madrid,Canada,17.25
Khaled,Patricia,f,2023-08-16,Option C,Japonaise,Tanger,Portugal,38.25
Robert,Marie,f,2020-12-04,Option A,Française,Oujda,Australie,44.25
Rodriguez,Louis,f,2023-09-25,Option C,Allemande,Kenitra,Allemagne,16.5
Martin,James,m,2021-02-18,Option B,Allemande,Rabat,UK,43.5
Miller,Sophie,f,2022-04-06,Option C,Allemande,Marseille,UK,45.0
Rodriguez,Omar,f,2022-11-01,Option B,Française,Kenitra,Égypte,30.75
Khaled,Karen,f,2020-03-30,Option A,Allemande,Meknès,Maroc,16.5
Richard,Marc,f,2023-03-31,Option C,Américaine,Lisbonne,Italie,30.0
Khaled,Laila,f,2022-10-14,Option C,Canadienne,Agadir,UK,31.5
Khaled,James,m,2021-02-02,Option A,Marocaine,Tanger,Espagne,84.0
El Haddad,Claire,f,2021-03-15,Option B,Française,Lyon,Portugal,46.5
Moreau,Zineb,m,2021-09-18,Option B,Canadienne,Rabat,Belgique,64.5
Jones,Aicha,f,2023-02-08,Option B,Française,Madrid,Australie,50.25
El Amrani,Antoine,m,2020-11-02,Option B,Canadienne,Marrakech,Allemagne,36.0
