nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Mohamed,Léa,m,2023-05-08,Option B,Canadienne,Rabat,Allemagne,23.25
Richard,Joseph,f,2022-01-17,Option B,Canadienne,Rome,Portugal,33.0
Martin,Ahmed,f,2023-02-16,Option B,Française,Lyon,Espagne,33.0
Martin,Zineb,m,2020-04-16,Option A,Française,Casablanca,Suisse,17.25
Martin,Christopher,m,2023-12-30,Option B,Japonaise,Fès,Égypte,33.75
Dubois,Amina,f,2020-08-04,Option B,Allemande,Lyon,UK,34.5
Mahmoud,Camille,m,2020-05-30,Option B,Canadienne,Marrakech,USA,28.5
Petit,Zineb,f,2020-01-31,Option C,Marocaine,Kenitra,Australie,51.0
Garcia,Patricia,f,2021-05-12,Option B,Allemande,Kenitra,Égypte,54.0
El Haddad,John,m,2022-01-14,Option C,Américaine,Kenitra,Inde,26.25
El Idrissi,Zineb,m,2023-04-19,Option C,Espagnole,Madrid,Allemagne,24.75
Jones,David,m,2022-03-11,Option C,Canadienne,Rabat,Australie,31.5
Wilson,Julie,f,2022-12-29,Option B,Française,Londres,Allemagne,61.5
Khaled,Mathieu,m,2020-11-16,Option A,Canadienne,Bordeaux,Japon,23.25
Miller,Sanae,f,2020-03-23,Option C,Française,Rabat,UK,93.0
Martin,Pierre,m,2021-07-18,Option C,Canadienne,Bordeaux,Chine,43.5
Miller,Ikram,f,2021-10-08,Option B,Canadienne,Meknès,USA,67.5
Laurent,Karen,f,2023-12-30,Option C,Canadienne,Meknès,UK,34.5
Adel,Amina,f,2023-08-04,Option B,Canadienne,Berlin,Japon,88.5
Jones,Mathieu,f,2020-02-05,Option B,Américaine,New York,UK,40.5
Miller,Joseph,f,2020-01-28,Option C,Marocaine,Meknès,France,30.0
Robert,Mehdi,f,2020-10-14,Option C,Américaine,Madrid,Chine,87.0
Robert,Jennifer,f,2023-10-30,Option C,Japonaise,Tétouan,Mexique,87.0
Robert,Mathieu,m,2020-08-18,Option C,Marocaine,New York,Australie,30.0
Johnson,Hugo,m,2020-11-28,Option B,Française,Oujda,Italie,44.25
Moreau,Jennifer,f,2021-09-04,Option B,Canadienne,Rabat,UK,66.0
Robert,Joseph,f,2022-02-25,Option B,Canadienne,Paris,Portugal,55.5
Bernard,Zineb,m,2020-06-04,Option C,Marocaine,Londres,Argentine,25.5
Johnson,Rachid,m,2021-01-17,Option C,Canadienne,Madrid,Belgique,22.5
Laurent,Hugo,m,2021-06-03,Option B,Canadienne,Casablanca,Australie,24.75
Martin,Karim,m,2021-04-30,Option B,Marocaine,Londres,Australie,28.5
Bernard,Susan,f,2022-04-06,Option B,Canadienne,Oujda,Australie,45.0
Smith,Mary,m,2020-10-17,Option C,Américaine,Kenitra,Australie,38.25
Brown,Sophie,m,2021-03-31,Option C,Canadienne,Madrid,Brésil,35.25
Ibrahim,Karim,m,2022-02-12,Option A,Américaine,Rabat,Brésil,24.0
Ibrahim,Jean,f,2020-06-01,Option B,Française,Berlin,Espagne,70.5
Smith,Mehdi,m,2023-09-03,Option A,Canadienne,Fès,Argentine,24.0
Lahlou,Barbara,f,2021-03-27,Option B,Canadienne,Kenitra,UK,69.0
Miller,James,f,2020-02-23,Option B,Française,Montreal,Belgique,90.0
Mohamed,Michael,m,2022-03-16,Option B,Espagnole,Bruxelles,Belgique,30.0
Robert,Joseph,m,2021-12-07,Option A,Française,Kenitra,Allemagne,44.25
Khaled,Marie,f,2020-01-14,Option A,Canadienne,Marseille,Brésil,90.0
Davis,Omar,f,2023-12-18,Option B,Espagnole,Toulouse,Australie,61.5
Dubois,Antoine,m,2021-10-18,Option B,Japonaise,New York,Australie,39.0
Williams,Pierre,f,2022-06-10,Option A,Française,Lisbonne,Brésil,34.5
Petit,James,f,2021-05-10,Option C,Allemande,Paris,Australie,57.0
Mohamed,Sophie,f,2022-05-20,Option B,Canadienne,Rome,Argentine,60.0
Adel,James,m,2022-01-28,Option B,Française,Rabat,Égypte,24.0
Smith,Rachid,f,2023-08-17,Option A,Marocaine,Lyon,Suisse,79.5
Ibrahim,Ikram,f,2022-07-23,Option B,Espagnole,Rabat,Japon,40.5
Miller,Susan,f,2020-02-06,Option C,Marocaine,Fès,Chine,67.5
Martin,Ali,f,2020-06-12,Option B,Française,Bruxelles,Espagne,30.0
Jones,Mathieu,f,2020-07-15,Option B,Allemande,Madrid,Brésil,49.5
Rodriguez,Youssef,f,2022-01-30,Option B,Française,Lyon,France,90.0
Smith,Ahmed,m,2021-06-27,Option C,Américaine,Toulouse,Japon,38.25
Jones,Nicolas,f,2021-08-26,Option C,Canadienne,Berlin,Italie,54.0
Johnson,Elizabeth,f,2021-03-09,Option A,Marocaine,Marrakech,Canada,69.0
Miller,Susan,f,2020-08-13,Option B,Espagnole,Rabat,Japon,46.5
Martin,Christopher,m,2021-03-19,Option C,Française,Madrid,Chine,20.25
Othmani,Antoine,f,2023-03-08,Option B,Marocaine,Kenitra,Italie,55.5
Moreau,Ahmed,m,2021-09-26,Option A,Canadienne,Rabat,Chine,15.0
Garcia,David,m,2022-09-20,Option C,Française,Rabat,Australie,42.75
Essadiq,Fatima,f,2021-05-22,Option B,Canadienne,Rome,Australie,97.5
Jones,Mohamed,f,2020-06-11,Option C,Japonaise,Rome,Suisse,82.5
Miller,Louis,f,2022-12-09,Option A,Marocaine,Oujda,Italie,54.0
El Idrissi,Ikram,f,2021-04-02,Option A,Canadienne,Kenitra,France,34.5
Rodriguez,Zineb,f,2022-05-08,Option B,Française,Paris,USA,67.5
Garcia,James,m,2023-11-27,Option C,Française,Montreal,Australie,30.75
Miller,Patricia,f,2020-10-19,Option A,Japonaise,Kenitra,USA,46.5
Jones,Hugo,f,2022-04-02,Option C,Française,Paris,UK,49.5
Bernard,Hassan,f,2022-07-04,Option C,Canadienne,Meknès,Espagne,58.5
Brown,Karim,f,2021-06-06,Option C,Marocaine,Meknès,Brésil,72.0
Jones,Ikram,f,2023-08-21,Option B,Française,Marseille,Brésil,58.5
Jones,William,m,2021-03-15,Option C,Canadienne,Marseille,UK,36.0
El Amrani,Daniel,m,2021-04-11,Option C,Américaine,Genève,Maroc,29.25
Rodriguez,Barbara,f,2022-12-02,Option C,Canadienne,Oujda,Australie,51.0
Miller,Linda,f,2023-10-04,Option A,Espagnole,Berlin,Espagne,69.0
Jones,Chloé,m,2022-12-08,Option C,Marocaine,Lisbonne,Espagne,30.0
Johnson,Chloé,f,2021-01-09,Option B,Canadienne,Agadir,UK,34.5
Garcia,Ahmed,f,2020-03-09,Option C,Américaine,Marrakech,Allemagne,91.5
Laurent,Aicha,m,2020-03-21,Option B,Marocaine,Marrakech,Belgique,34.5
Smith,Karim,f,2020-05-21,Option C,Française,Tanger,Espagne,37.5
Durand,Fatima,f,2020-09-30,Option C,Canadienne,Paris,Canada,79.5
Garcia,Zineb,m,2020-06-29,Option B,Japonaise,Bordeaux,Australie,33.75
Williams,Ahmed,m,2022-01-31,Option C,Marocaine,Montreal,Maroc,45.75
Dupont,Sophie,f,2020-08-14,Option B,Américaine,Montreal,Suisse,37.5
Dupont,Sarah,f,2020-03-26,Option C,Japonaise,New York,Italie,57.0
Khaled,Karim,f,2023-07-17,Option A,Française,Bordeaux,Suisse,52.5
Mahmoud,Ahmed,m,2023-04-02,Option B,Américaine,Meknès,USA,45.0
Williams,Salma,f,2023-09-04,Option C,Marocaine,Madrid,Australie,91.5
Martin,Jennifer,f,2023-05-17,Option B,Canadienne,Tétouan,Suisse,90.0
Durand,Susan,m,2020-08-31,Option C,Américaine,Bordeaux,Italie,15.75
Richard,Jessica,f,2021-09-28,Option B,Canadienne,Rome,Espagne,43.5
Laurent,Karim,m,2021-12-21,Option B,Américaine,Fès,Australie,45.75
Durand,Nour,m,2023-06-22,Option C,Marocaine,Berlin,Brésil,25.5
Durand,Antoine,m,2020-03-10,Option C,Japonaise,Bordeaux,Mexique,46.5
Dubois,James,m,2020-12-31,Option B,Française,Lisbonne,Allemagne,36.0
Jones,Léa,f,2021-08-17,Option A,Canadienne,Kenitra,USA,36.0
Hassan,Aicha,m,2022-07-29,Option C,Américaine,Fès,UK,18.0
Brown,Zineb,f,2023-12-18,Option B,Canadienne,Berlin,UK,73.5
Ibrahim,Marwa,f,2022-02-20,Option B,Française,Paris,Allemagne,37.5
Robert,Julien,f,2023-04-09,Option A,Marocaine,Bordeaux,Allemagne,37.5
Martin,Joseph,m,2022-03-02,Option C,Française,Tanger,Brésil,47.25
Dupont,Jennifer,f,2021-03-22,Option C,Marocaine,Rabat,UK,75.0
Rodriguez,James,f,2022-06-05,Option B,Marocaine,Tokyo,Australie,60.0
Wilson,Nicolas,f,2021-06-05,Option B,Américaine,Lyon,Canada,46.5
Dubois,Ahmed,f,2023-12-27,Option B,Espagnole,Berlin,Belgique,76.5
Martin,James,f,2021-04-14,Option C,Marocaine,Toulouse,Belgique,54.0
Rodriguez,Joseph,f,2023-12-09,Option B,Canadienne,Marrakech,Inde,67.5
Petit,Luc,m,2023-04-02,Option B,Française,Montreal,Allemagne,32.25
Williams,Jennifer,f,2021-02-15,Option A,Française,Paris,UK,91.5
Garcia,John,m,2020-12-28,Option C,Américaine,Rabat,Australie,25.5
Bernard,Pierre,f,2020-08-10,Option B,Espagnole,Rabat,Égypte,33.0
Benali,Ahmed,f,2020-06-22,Option C,Française,Madrid,UK,90.0
Mouline,Julien,f,2021-10-15,Option A,Française,Kenitra,Brésil,75.0
Richard,Nicolas,m,2022-12-13,Option C,Canadienne,New York,Chine,29.25
Dubois,Marwa,m,2023-07-11,Option C,Américaine,Rome,Argentine,44.25
Moreau,Claire,f,2020-01-17,Option B,Canadienne,Marseille,Égypte,51.0
El Amrani,Michael,f,2023-07-07,Option A,Américaine,Montreal,Australie,91.5
Martin,Hugo,m,2021-06-17,Option A,Française,Rabat,USA,25.5
Smith,Zineb,m,2021-06-22,Option B,Marocaine,Madrid,France,29.25
Fathy,Christopher,m,2023-03-21,Option C,Japonaise,Meknès,USA,37.5
Lahlou,Jennifer,f,2023-08-17,Option B,Française,Rabat,Portugal,66.0
Smith,Michael,m,2023-03-23,Option C,Japonaise,Agadir,Espagne,35.25
Fathy,Jean,m,2023-03-08,Option C,Espagnole,Oujda,Tunisie,24.0
Miller,Luc,f,2023-06-05,Option A,Française,Oujda,USA,88.5
Khaled,Joseph,m,2022-02-18,Option A,Espagnole,Rabat,Canada,15.75
Jones,Joseph,f,2023-04-20,Option C,Japonaise,Casablanca,Chine,34.5
Johnson,Patricia,f,2021-09-17,Option A,Française,Lisbonne,UK,36.0
Laurent,Claire,f,2022-11-22,Option C,Canadienne,Marseille,Argentine,70.5
Hassan,Joseph,m,2021-05-08,Option C,Espagnole,Tétouan,Chine,16.5
Robert,Jessica,f,2020-06-03,Option C,Espagnole,Oujda,Espagne,66.0
Smith,Youssef,f,2020-04-08,Option B,Américaine,New York,Espagne,48.0
Dubois,Patricia,f,2022-05-24,Option A,Française,Kenitra,UK,34.5
Robert,Élodie,f,2023-12-09,Option C,Américaine,Madrid,Tunisie,94.5
Smith,Susan,f,2021-12-25,Option A,Japonaise,Bruxelles,Australie,55.5
Dubois,Ahmed,m,2020-12-18,Option B,Française,Montreal,Allemagne,35.25
Adel,Emma,f,2021-12-08,Option A,Japonaise,Agadir,Tunisie,55.5
Petit,Mathieu,m,2022-01-29,Option C,Japonaise,Agadir,Mexique,40.5
Durand,Karim,m,2021-01-23,Option C,Française,Tanger,Égypte,24.75
Brown,Aicha,m,2021-08-11,Option C,Japonaise,Montreal,Japon,31.5
Mohamed,David,f,2023-05-07,Option B,Française,Rabat,Espagne,45.0
Bernard,Mohamed,m,2023-05-09,Option C,Américaine,Bordeaux,Belgique,34.5
Chentouf,William,m,2021-01-16,Option C,Canadienne,Madrid,France,30.0
Dubois,Nicolas,m,2020-05-27,Option C,Marocaine,Paris,Tunisie,27.75
Dubois,Robert,f,2021-02-03,Option C,Marocaine,Marseille,Brésil,91.5
El Haddad,David,f,2020-11-12,Option C,Américaine,Paris,Australie,69.0
Dubois,Salma,f,2020-01-26,Option B,Japonaise,Fès,Espagne,70.5
Miller,Hugo,m,2022-04-22,Option A,Américaine,Rome,Suisse,16.5
Petit,Luc,m,2022-03-17,Option B,Américaine,Lisbonne,USA,16.5
Davis,Elizabeth,m,2021-03-12,Option C,Espagnole,Rabat,UK,18.0
Martin,Sanae,f,2021-12-27,Option A,Française,Marseille,USA,67.5
Essadiq,Michael,m,2022-09-19,Option C,Marocaine,Lyon,Égypte,44.25
Brown,Karim,f,2020-02-01,Option C,Française,Kenitra,Japon,85.5
Hassan,Léa,f,2023-08-14,Option C,Marocaine,Lisbonne,France,42.0
Davis,Jessica,f,2020-09-13,Option B,Française,Londres,Canada,76.5
Dubois,Julien,m,2023-10-14,Option C,Française,Oujda,Suisse,17.25
Smith,Pierre,f,2021-05-11,Option C,Canadienne,Berlin,Tunisie,64.5
Jones,Emma,f,2023-12-24,Option B,Allemande,Marseille,UK,90.0
Othmani,Robert,f,2021-06-11,Option C,Marocaine,Tanger,Chine,52.5
Robert,Susan,m,2020-08-24,Option A,Japonaise,Bruxelles,Argentine,43.5
Smith,Luc,m,2022-10-08,Option C,Marocaine,Bruxelles,France,23.25
Mouline,Louis,f,2023-05-04,Option B,Française,Rome,Japon,87.0
Dupont,Jessica,m,2021-10-18,Option C,Marocaine,New York,Égypte,23.25
Smith,Ahmed,f,2022-05-30,Option C,Japonaise,Rabat,UK,42.0
Richard,Claire,m,2022-05-08,Option A,Marocaine,Lisbonne,Brésil,37.5
El Amrani,Susan,m,2020-12-31,Option C,Marocaine,New York,Allemagne,27.75
Richard,William,f,2020-08-11,Option C,Française,Rome,Australie,96.0
Mohamed,Antoine,m,2020-02-08,Option B,Canadienne,Bruxelles,Chine,45.75
Richard,Hassan,m,2021-12-08,Option C,Marocaine,Rome,Australie,20.25
Richard,Claire,m,2023-12-24,Option C,Française,Casablanca,Japon,29.25
Martin,Sarah,m,2021-07-13,Option B,Française,Marseille,UK,36.0
Martin,Marwa,m,2023-12-19,Option B,Allemande,Bruxelles,Espagne,36.75
Mouline,Barbara,f,2021-10-05,Option C,Espagnole,Kenitra,Chine,52.5
Jones,Salma,f,2022-03-06,Option C,Marocaine,Kenitra,Espagne,67.5
Laurent,Jennifer,f,2022-01-12,Option C,Marocaine,Meknès,UK,90.0
Moreau,John,f,2021-09-27,Option B,Marocaine,Marseille,Japon,46.5
Johnson,Karim,f,2023-03-14,Option A,Canadienne,Rabat,Australie,52.5
Miller,Sarah,f,2021-02-12,Option C,Allemande,Kenitra,Brésil,48.0
Williams,Mohamed,m,2022-05-03,Option C,Française,Kenitra,UK,22.5
Martin,Ikram,f,2020-07-01,Option C,Japonaise,Kenitra,Belgique,31.5
Khaled,Rachid,f,2023-09-15,Option C,Marocaine,Marseille,Brésil,52.5
Miller,Ikram,f,2022-03-05,Option C,Marocaine,Meknès,Italie,31.5
Benali,Nicolas,f,2023-07-20,Option C,Marocaine,Casablanca,Mexique,91.5
Garcia,Jessica,m,2020-08-29,Option A,Française,Montreal,Australie,27.0
Richard,Nicolas,m,2020-07-18,Option B,Américaine,Tokyo,Chine,43.5
Rodriguez,James,f,2021-09-19,Option C,Française,Lisbonne,Suisse,61.5
Petit,Mathieu,f,2020-03-21,Option C,Japonaise,Lyon,Espagne,52.5
Mohamed,Elizabeth,m,2021-02-22,Option A,Américaine,Marseille,Chine,24.75
Mohamed,Karim,f,2022-10-26,Option B,Allemande,Londres,Italie,60.0
Martin,Christopher,m,2021-04-13,Option B,Française,Rabat,Égypte,30.0
Jones,Thomas,f,2021-01-17,Option C,Marocaine,Madrid,Allemagne,40.5
Martin,Jean,m,2021-01-26,Option B,Française,Kenitra,Allemagne,17.25
Dubois,Aicha,f,2022-04-23,Option C,Allemande,Meknès,Chine,94.5
Petit,Linda,m,2020-09-22,Option C,Américaine,Meknès,Égypte,18.0
Martin,Michael,m,2023-06-20,Option B,Américaine,Oujda,USA,23.25
Garcia,Sophie,m,2021-06-17,Option C,Japonaise,Lyon,Suisse,18.75
Brown,Mehdi,m,2020-07-10,Option C,Marocaine,Bordeaux,Mexique,33.75
Adel,Hugo,m,2022-10-30,Option B,Française,Rabat,Espagne,18.75
Davis,Susan,m,2021-10-23,Option C,Canadienne,New York,UK,41.25
Dupont,Robert,f,2020-04-08,Option B,Canadienne,Kenitra,Japon,42.0
Jones,Zineb,m,2020-07-12,Option B,Canadienne,New York,UK,45.0
El Amrani,Mehdi,m,2020-12-08,Option C,Marocaine,Kenitra,Japon,28.5
Jones,Joseph,f,2022-06-21,Option B,Canadienne,Madrid,Chine,43.5
Richard,Joseph,m,2022-05-02,Option C,Française,Lisbonne,Australie,17.25
Smith,Pierre,f,2022-02-16,Option A,Française,Tétouan,Brésil,70.5
Adel,Michael,m,2020-12-30,Option B,Française,Kenitra,Égypte,45.0
Williams,Sophie,f,2023-08-30,Option A,Canadienne,Rabat,France,93.0
Johnson,Karim,m,2023-10-01,Option C,Française,Madrid,Inde,29.25
Robert,David,f,2020-08-28,Option B,Canadienne,Madrid,UK,72.0
Smith,Camille,f,2022-12-30,Option C,Canadienne,Toulouse,Inde,85.5
Garcia,Hugo,m,2020-12-16,Option B,Allemande,Lyon,Italie,24.0
Martin,Karen,m,2020-02-08,Option B,Américaine,Meknès,Portugal,31.5
Adel,Susan,m,2022-12-17,Option A,Américaine,Lyon,Australie,19.5
Essadiq,Sarah,f,2023-09-17,Option C,Américaine,Bruxelles,France,63.0
Garcia,Michael,m,2023-06-01,Option A,Américaine,Marseille,USA,17.25
Davis,Louis,m,2020-03-10,Option B,Américaine,Londres,Australie,44.25
Jones,Michael,f,2023-01-17,Option A,Canadienne,Kenitra,Argentine,94.5
Mahmoud,Hugo,m,2020-05-19,Option C,Espagnole,Madrid,Chine,41.25
Garcia,Nicolas,f,2022-11-25,Option C,Canadienne,Kenitra,UK,31.5
Martin,William,f,2020-02-09,Option A,Japonaise,Montreal,Australie,93.0
Laurent,Claire,f,2023-05-31,Option B,Française,Agadir,UK,70.5
Miller,Hugo,f,2022-04-14,Option B,Allemande,Bruxelles,UK,73.5
Brown,Karim,m,2021-09-09,Option B,Canadienne,Rome,Espagne,39.75
Richard,Karim,m,2020-09-15,Option B,Américaine,Bruxelles,Allemagne,38.25
Richard,Jennifer,f,2020-07-12,Option C,Canadienne,Madrid,Tunisie,66.0
Davis,Rachid,f,2021-08-13,Option C,Marocaine,Meknès,UK,37.5
Richard,Marc,m,2023-07-20,Option C,Espagnole,Rome,Espagne,16.5
Mohamed,Marc,m,2021-11-28,Option B,Française,Tokyo,Mexique,17.25
El Amrani,Robert,m,2020-10-22,Option A,Française,Rabat,Japon,30.75
Petit,Antoine,f,2022-12-10,Option C,Marocaine,Meknès,UK,58.5
Smith,Jean,m,2020-04-19,Option C,Marocaine,Madrid,Maroc,27.0
Miller,Sophie,f,2023-11-13,Option C,Marocaine,Agadir,Australie,87.0
Chentouf,William,f,2022-02-02,Option B,Canadienne,Bruxelles,UK,43.5
Rodriguez,John,f,2021-01-09,Option B,Espagnole,Bruxelles,Australie,61.5
Miller,John,f,2022-01-15,Option C,Espagnole,Casablanca,Brésil,63.0
Mohamed,James,m,2021-09-19,Option C,Canadienne,Bordeaux,Canada,38.25
Laurent,James,f,2020-04-08,Option A,Marocaine,Paris,Chine,45.0
Robert,Julien,f,2020-06-13,Option B,Canadienne,Kenitra,Tunisie,93.0
Martin,Amina,m,2020-03-11,Option C,Allemande,Tétouan,Allemagne,15.75
El Amrani,Julien,m,2020-03-21,Option B,Marocaine,Montreal,Belgique,24.75
Brown,Michael,f,2023-10-17,Option A,Canadienne,Lisbonne,Belgique,46.5
Williams,Amina,m,2022-02-15,Option B,Française,Casablanca,Argentine,44.25
Williams,Samir,m,2023-04-17,Option A,Canadienne,Kenitra,Inde,19.5
Martin,Jessica,f,2023-09-25,Option C,Espagnole,Montreal,Canada,88.5
Bernard,Claire,f,2020-11-21,Option B,Française,Oujda,Italie,40.5
Martin,Marc,m,2022-08-27,Option C,Marocaine,Agadir,Allemagne,32.25
Robert,Rachid,f,2022-01-10,Option C,Marocaine,Casablanca,Japon,93.0
Miller,Ahmed,f,2021-03-11,Option C,Canadienne,Kenitra,Tunisie,93.0
Bernard,Patricia,f,2022-09-16,Option C,Canadienne,Kenitra,Allemagne,57.0
Johnson,Michael,m,2022-09-26,Option C,Française,Meknès,Allemagne,45.0
El Idrissi,Karen,f,2020-05-12,Option A,Canadienne,Tanger,Canada,58.5
Mouline,Elizabeth,f,2020-07-10,Option C,Canadienne,Kenitra,UK,33.0
Davis,Claire,m,2022-06-07,Option C,Marocaine,Rabat,UK,27.75
Othmani,Susan,f,2020-12-30,Option B,Marocaine,Marseille,Espagne,70.5
Rodriguez,Elizabeth,f,2022-08-18,Option A,Canadienne,Paris,UK,54.0
Richard,Susan,f,2021-06-16,Option A,Canadienne,Oujda,Espagne,96.0
El Haddad,Salma,f,2022-07-16,Option B,Canadienne,New York,Canada,49.5
Rodriguez,David,f,2022-07-11,Option B,Canadienne,Agadir,Chine,46.5
Miller,Rachid,m,2020-06-30,Option B,Française,Rabat,Australie,25.5
Williams,Karim,m,2022-02-03,Option C,Canadienne,Paris,Australie,32.25
Garcia,Linda,m,2020-02-27,Option B,Marocaine,Meknès,Australie,33.75
Petit,Zineb,m,2020-08-20,Option C,Marocaine,Meknès,Brésil,45.0
Garcia,Jennifer,m,2023-11-29,Option B,Marocaine,Casablanca,Inde,34.5
Durand,Amina,f,2022-06-18,Option C,Marocaine,Paris,Mexique,34.5
Robert,Barbara,m,2023-01-18,Option C,Marocaine,Oujda,Suisse,44.25
Dupont,Ahmed,m,2022-09-07,Option C,Marocaine,Oujda,UK,46.5
Garcia,Elizabeth,m,2021-08-14,Option C,Marocaine,Madrid,Australie,25.5
El Haddad,Jennifer,f,2022-09-26,Option C,Espagnole,Toulouse,Australie,63.0
Bernard,Jennifer,f,2021-05-08,Option A,Marocaine,Agadir,Chine,78.0
Fathy,Ikram,f,2021-08-10,Option A,Japonaise,Genève,Brésil,82.5
Ibrahim,Nour,f,2021-11-18,Option B,Américaine,Montreal,France,93.0
Durand,Daniel,m,2023-03-27,Option C,Allemande,Bordeaux,Italie,35.25
Garcia,Sarah,m,2021-03-16,Option C,Française,New York,Mexique,30.75
Wilson,Léa,f,2023-07-01,Option B,Marocaine,Rabat,Espagne,34.5
Miller,Salma,f,2022-12-30,Option C,Marocaine,Casablanca,Espagne,66.0
Rodriguez,Jennifer,f,2022-08-16,Option B,Espagnole,Berlin,Japon,51.0
Ibrahim,Karen,m,2021-11-04,Option A,Française,New York,Brésil,46.5
Dubois,Joseph,f,2021-11-05,Option C,Allemande,Berlin,Allemagne,60.0
Adel,Marwa,f,2021-10-17,Option B,Française,Rabat,France,73.5
Garcia,Jessica,m,2022-10-27,Option C,Américaine,Marrakech,Australie,30.0
Williams,Antoine,m,2020-08-27,Option C,Française,Casablanca,Japon,44.25
Garcia,Barbara,f,2020-06-13,Option B,Canadienne,Lisbonne,Brésil,63.0
Smith,Léa,m,2023-02-09,Option B,Japonaise,Rabat,Portugal,17.25
Bernard,Julie,f,2022-09-07,Option C,Canadienne,Montreal,Espagne,46.5
Jones,Marc,f,2022-11-17,Option A,Canadienne,Lyon,France,31.5
