nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Mohamed,Marwa,F,2021-06-21,Option B,Canadienne,Lyon,Japon,32
Benali,Mehdi,F,2020-03-18,Option C,Marocaine,Toulouse,France,34
Martin,Omar,F,2020-11-29,Option A,Marocaine,Lyon,UK,61
Dupont,Antoine,M,2023-07-29,Option B,Canadienne,Agadir,UK,57
Rodriguez,Christopher,F,2023-02-05,Option C,Française,Rabat,Tunisie,61
Dupont,Joseph,M,2023-06-17,Option A,Française,Paris,Chine,29
Jones,John,F,2020-05-16,Option B,Française,Kenitra,Inde,33
Garcia,Léa,F,2021-10-03,Option C,Allemande,Marseille,Japon,50
Durand,John,F,2020-06-21,Option A,Marocaine,Fès,Belgique,31
Othmani,Rachid,F,2021-07-04,Option B,Française,Oujda,USA,27
Miller,Barbara,F,2020-08-26,Option C,Canadienne,Kenitra,Australie,49
Davis,Julien,F,2023-09-19,Option C,Canadienne,Kenitra,Espagne,29
El Amrani,Jennifer,M,2022-08-16,Option B,Américaine,Tanger,Égypte,52
Wilson,Marie,F,2023-07-22,Option C,Française,Tokyo,Portugal,38
Johnson,Zineb,M,2022-02-27,Option B,Canadienne,Madrid,Belgique,18
Jones,Barbara,F,2023-02-26,Option C,Espagnole,Tanger,Espagne,45
Bernard,Patricia,M,2020-11-14,Option B,Française,Kenitra,Brésil,63
Petit,Amina,M,2022-04-15,Option B,Marocaine,Madrid,UK,37
Williams,David,M,2023-08-03,Option A,Japonaise,Rabat,Australie,55
Rodriguez,Joseph,F,2021-05-08,Option C,Japonaise,Casablanca,Italie,33
Mahmoud,Jessica,M,2020-07-17,Option B,Française,Rabat,Australie,60
Jones,Hugo,F,2023-02-05,Option B,Canadienne,Kenitra,Japon,61
Smith,Emma,M,2020-02-23,Option B,Américaine,Kenitra,Brésil,39
Chentouf,Youssef,F,2022-04-02,Option C,Française,Madrid,Canada,38
Davis,Louis,M,2021-02-11,Option B,Marocaine,Londres,Tunisie,59
Bernard,Barbara,M,2022-07-31,Option B,Canadienne,Lyon,Brésil,35
Jones,Nour,M,2023-01-09,Option C,Canadienne,New York,Australie,22
Rodriguez,Salma,F,2023-06-27,Option C,Marocaine,Marseille,Japon,32
Miller,Nour,F,2021-09-20,Option B,Marocaine,Paris,Japon,50
Bernard,Fatima,M,2023-03-01,Option C,Marocaine,Montreal,Australie,30
Miller,Julien,F,2023-12-03,Option A,Marocaine,Kenitra,Brésil,60
Essadiq,Hugo,F,2021-01-08,Option A,Marocaine,Agadir,UK,52
Dubois,Zineb,F,2022-01-10,Option C,Française,Lyon,Brésil,23
Richard,Louis,F,2020-10-02,Option B,Marocaine,Bruxelles,UK,42
Williams,Camille,F,2023-05-20,Option C,Marocaine,Fès,Allemagne,38
Johnson,Sarah,F,2023-12-06,Option B,Allemande,Berlin,Brésil,61
Hassan,Mary,M,2023-11-02,Option B,Canadienne,Lyon,Brésil,61
Miller,Susan,F,2021-12-01,Option C,Marocaine,Fès,Belgique,60
Benali,Sophie,M,2021-02-03,Option C,Française,Bruxelles,Japon,26
Smith,James,M,2022-06-15,Option A,Française,Rabat,Allemagne,45
Fathy,Ali,M,2021-02-18,Option C,Japonaise,Montreal,UK,24
Mouline,Jean,M,2020-08-22,Option C,Française,Casablanca,USA,57
Davis,Marie,M,2021-12-10,Option C,Française,Rabat,UK,33
Williams,Christopher,M,2022-06-21,Option C,Japonaise,New York,Canada,63
Johnson,Ali,F,2020-09-01,Option C,Marocaine,Tokyo,Brésil,35
Williams,Susan,M,2020-12-20,Option B,Américaine,Agadir,Australie,62
Durand,John,F,2020-12-21,Option B,Française,Rabat,Tunisie,28
Johnson,Claire,M,2020-05-12,Option C,Canadienne,Lisbonne,Égypte,47
Jones,Thomas,M,2020-07-25,Option C,Française,Lyon,Brésil,48
Dubois,Camille,F,2023-10-17,Option B,Espagnole,Marrakech,Japon,58
Smith,Thomas,M,2020-05-25,Option A,Canadienne,Kenitra,Argentine,37
Jones,Michael,M,2021-05-19,Option C,Marocaine,Tokyo,UK,33
Brown,Hugo,F,2020-05-04,Option A,Française,Kenitra,Belgique,39
Williams,Linda,F,2020-01-30,Option B,Espagnole,Rabat,France,27
Rodriguez,Samir,F,2020-06-09,Option B,Espagnole,Agadir,Allemagne,24
Petit,Pierre,M,2021-12-28,Option A,Française,Madrid,Argentine,33
Petit,Mehdi,M,2021-01-10,Option C,Marocaine,Agadir,Chine,26
Richard,Michael,M,2020-02-03,Option B,Américaine,Lisbonne,USA,30
Martin,Fatima,F,2020-03-22,Option C,Japonaise,Oujda,Australie,60
Essadiq,Laila,F,2023-05-18,Option A,Française,Bruxelles,Italie,54
Smith,Élodie,F,2021-03-27,Option C,Allemande,Meknès,Allemagne,61
Robert,Ali,M,2022-02-18,Option C,Canadienne,Kenitra,Argentine,32
Garcia,Ali,F,2022-01-13,Option C,Américaine,Kenitra,Inde,60
Moreau,Karim,M,2021-04-03,Option B,Canadienne,Genève,Belgique,26
Richard,Hassan,F,2022-11-06,Option C,Espagnole,Montreal,Italie,52
Mahmoud,Sophie,M,2022-10-10,Option B,Américaine,Tanger,France,59
El Idrissi,John,F,2022-06-17,Option A,Marocaine,Marrakech,Tunisie,43
Richard,Ali,M,2023-12-19,Option C,Allemande,Montreal,Mexique,24
Jones,Salma,F,2021-11-20,Option C,Marocaine,Casablanca,Espagne,31
Essadiq,Karim,F,2020-11-08,Option B,Française,Kenitra,Espagne,26
Johnson,Nour,M,2022-06-25,Option C,Japonaise,Rabat,Égypte,25
Brown,Aicha,F,2020-02-14,Option C,Allemande,Madrid,Allemagne,59
El Amrani,Michael,F,2022-10-16,Option B,Espagnole,Agadir,Belgique,43
El Amrani,Ikram,M,2020-02-19,Option A,Française,Genève,USA,34
Davis,Ikram,F,2021-12-15,Option C,Marocaine,Rabat,UK,60
Moreau,Zineb,M,2020-09-07,Option B,Française,Bordeaux,Brésil,51
Martin,Antoine,M,2022-09-02,Option C,Canadienne,Tétouan,UK,23
Bernard,Marie,M,2020-01-25,Option C,Française,Tanger,Maroc,28
Bernard,Hugo,F,2022-06-13,Option B,Marocaine,Kenitra,Japon,36
El Idrissi,Aicha,F,2020-06-13,Option B,Canadienne,Rabat,USA,24
Petit,Barbara,M,2021-02-02,Option B,Américaine,Rabat,Suisse,64
Brown,Karen,F,2022-03-11,Option B,Française,Bordeaux,Mexique,47
Robert,Claire,M,2021-05-31,Option C,Marocaine,New York,UK,42
Laurent,Ali,F,2022-10-08,Option C,Américaine,Agadir,Inde,61
Smith,Amina,F,2023-01-09,Option B,Marocaine,Bordeaux,Portugal,34
Smith,Jessica,F,2020-09-10,Option B,Américaine,Bruxelles,Japon,48
Laurent,Pierre,M,2023-11-30,Option B,Marocaine,Londres,Espagne,59
Lahlou,Louis,M,2021-01-26,Option B,Espagnole,Rabat,Japon,32
Martin,Karim,F,2022-11-09,Option C,Marocaine,Oujda,Allemagne,21
Williams,Barbara,F,2021-06-25,Option A,Japonaise,Madrid,Canada,41
Miller,William,M,2021-11-05,Option C,Américaine,Bruxelles,UK,53
Williams,Ikram,M,2020-01-16,Option B,Canadienne,Genève,Brésil,61
El Haddad,Laila,M,2023-08-15,Option B,Canadienne,Kenitra,Canada,27
El Amrani,Jean,M,2020-08-31,Option A,Espagnole,Agadir,UK,51
Bernard,Rachid,M,2020-03-21,Option C,Japonaise,Rabat,Inde,63
El Amrani,Youssef,M,2022-11-13,Option B,Japonaise,Madrid,Égypte,34
Laurent,Joseph,F,2021-02-18,Option C,Canadienne,Lyon,Portugal,29
Ibrahim,Antoine,F,2021-12-04,Option C,Allemande,Marseille,Belgique,39
Rodriguez,Camille,F,2023-08-07,Option B,Japonaise,Londres,Allemagne,34
Durand,Julie,F,2020-09-24,Option B,Française,Montreal,Brésil,41
Johnson,Thomas,M,2021-10-26,Option C,Marocaine,Madrid,Allemagne,50
Dupont,Patricia,F,2023-07-26,Option B,Japonaise,Berlin,UK,30
Dubois,Julie,F,2023-03-27,Option C,Marocaine,Bordeaux,Japon,42
Richard,Susan,M,2023-03-11,Option B,Japonaise,Lyon,Égypte,57
Fathy,Jennifer,M,2020-08-20,Option C,Canadienne,Meknès,Canada,53
Richard,Amina,F,2022-02-28,Option B,Canadienne,Casablanca,Espagne,58
El Idrissi,Zineb,F,2022-05-05,Option A,Marocaine,New York,Égypte,61
Dupont,Luc,F,2021-07-09,Option C,Canadienne,Lisbonne,Australie,46
Laurent,Ahmed,F,2021-03-13,Option C,Marocaine,Genève,Japon,32
Robert,Linda,F,2022-12-11,Option A,Allemande,Paris,Allemagne,20
Smith,Youssef,F,2020-05-21,Option B,Française,Bruxelles,Mexique,26
Robert,Marc,F,2021-06-10,Option C,Marocaine,Tanger,Égypte,60
El Amrani,Michael,M,2023-09-27,Option B,Canadienne,Montreal,USA,43
Miller,Julien,M,2023-04-23,Option C,Japonaise,Casablanca,Maroc,34
Hassan,Mary,M,2023-04-07,Option C,Marocaine,Rome,Espagne,21
Lahlou,Patricia,F,2023-06-16,Option B,Française,Kenitra,UK,39
Laurent,Susan,M,2021-10-23,Option A,Allemande,Marseille,USA,28
Brown,Jessica,F,2023-10-26,Option A,Française,Montreal,UK,31
Richard,Youssef,F,2023-08-10,Option B,Française,Montreal,UK,43
Lahlou,Julien,M,2021-09-02,Option B,Canadienne,Lyon,Portugal,59
Dupont,David,M,2023-03-19,Option B,Japonaise,Montreal,Brésil,53
Smith,Mehdi,M,2020-02-26,Option B,Américaine,Toulouse,Australie,45
Khaled,Laila,M,2023-04-19,Option C,Française,Rabat,Brésil,29
Rodriguez,Julie,F,2023-12-17,Option B,Française,Madrid,Australie,37
Jones,Ahmed,M,2023-08-24,Option C,Marocaine,Rabat,UK,25
Essadiq,Zineb,M,2022-12-15,Option C,Française,Tétouan,USA,32
Durand,Hassan,M,2022-02-28,Option C,Canadienne,Kenitra,Australie,64
Bernard,Karen,M,2022-10-25,Option B,Espagnole,New York,Australie,34
Richard,Marwa,F,2020-10-17,Option A,Française,Toulouse,UK,33
Garcia,Sanae,M,2021-03-15,Option C,Française,Paris,Belgique,48
Chentouf,Louis,M,2023-12-27,Option C,Japonaise,Oujda,Belgique,59
Martin,John,M,2023-03-17,Option A,Américaine,Montreal,Inde,26
El Amrani,Emma,M,2021-07-31,Option B,Américaine,Kenitra,Espagne,58
Martin,Antoine,F,2022-06-18,Option C,Allemande,Marseille,Égypte,42
Durand,James,F,2020-09-24,Option C,Française,Oujda,Belgique,54
Rodriguez,Linda,M,2021-01-16,Option C,Japonaise,Madrid,USA,39
Laurent,Julien,M,2022-07-08,Option C,Française,Marrakech,Suisse,31
Adel,Omar,F,2020-12-31,Option C,Canadienne,Kenitra,Belgique,35
El Amrani,Susan,F,2022-07-03,Option B,Marocaine,Tokyo,Égypte,23
Williams,Nicolas,M,2021-07-27,Option B,Française,Paris,UK,21
Ibrahim,Susan,M,2021-10-23,Option C,Japonaise,Meknès,Inde,30
Dupont,Léa,F,2023-11-21,Option A,Japonaise,Marseille,Chine,53
Khaled,John,M,2022-12-05,Option B,Américaine,Bruxelles,Espagne,29
Petit,Hugo,F,2021-06-24,Option C,Allemande,Agadir,UK,61
Adel,Thomas,M,2022-11-29,Option A,Canadienne,Agadir,Maroc,31
Richard,Élodie,M,2020-10-23,Option C,Française,Genève,Inde,45
Davis,John,F,2020-07-18,Option C,Américaine,Casablanca,UK,27
Wilson,Marc,M,2021-11-27,Option C,Marocaine,Kenitra,Espagne,34
Robert,Mohamed,M,2020-08-19,Option C,Américaine,Bordeaux,Égypte,56
Chentouf,William,F,2020-12-30,Option C,Française,Rabat,Brésil,25
Ibrahim,Omar,M,2022-07-22,Option C,Espagnole,Kenitra,Espagne,32
El Amrani,David,M,2021-01-02,Option C,Canadienne,Toulouse,Brésil,21
Durand,Susan,M,2021-11-23,Option C,Marocaine,Rabat,Inde,58
Bernard,Ahmed,F,2021-03-29,Option C,Marocaine,Tokyo,Suisse,31
Adel,David,F,2020-11-06,Option B,Canadienne,Kenitra,France,34
Othmani,Salma,F,2020-07-16,Option C,Canadienne,Madrid,Japon,23
Garcia,Thomas,F,2021-11-27,Option B,Canadienne,Marrakech,Belgique,39
Wilson,Christopher,M,2020-01-19,Option B,Française,Berlin,Chine,34
Moreau,Patricia,M,2023-02-07,Option B,Canadienne,Casablanca,UK,26
Petit,Jennifer,M,2023-11-20,Option B,Française,Oujda,USA,33
Martin,Claire,F,2023-03-03,Option C,Allemande,Marseille,Brésil,48
Brown,Thomas,M,2022-11-03,Option C,Française,Oujda,Belgique,28
Robert,Mehdi,F,2023-11-18,Option A,Japonaise,Marseille,Chine,41
Khaled,James,M,2020-08-18,Option B,Canadienne,Fès,Égypte,42
Dubois,Camille,F,2022-04-18,Option B,Espagnole,Tétouan,Brésil,61
Williams,Michael,M,2022-12-07,Option C,Canadienne,Fès,UK,46
Rodriguez,Salma,F,2022-11-23,Option A,Française,Paris,Belgique,32
Richard,Michael,F,2022-06-20,Option B,Espagnole,Bordeaux,Italie,35
Laurent,Emma,F,2022-01-26,Option C,Marocaine,Kenitra,France,56
Fathy,Antoine,M,2020-02-03,Option C,Japonaise,Rabat,UK,44
Essadiq,Nicolas,F,2020-06-29,Option A,Canadienne,Madrid,Australie,44
El Amrani,Ikram,M,2021-04-02,Option A,Japonaise,Kenitra,Argentine,23
Williams,Mathieu,M,2023-03-04,Option B,Américaine,Madrid,UK,22
Williams,Marc,M,2021-10-09,Option C,Marocaine,Madrid,Égypte,36
Mahmoud,James,M,2022-12-15,Option C,Américaine,Agadir,Inde,51
Richard,John,M,2020-11-18,Option C,Japonaise,Bruxelles,Égypte,21
Smith,David,F,2022-08-19,Option B,Américaine,Londres,Chine,29
Johnson,Youssef,F,2020-05-06,Option C,Américaine,Madrid,France,28
Dubois,Karim,F,2020-07-01,Option A,Canadienne,Tokyo,Japon,48
Miller,Léa,M,2023-05-04,Option B,Japonaise,Madrid,Canada,60
Essadiq,Marc,M,2023-10-10,Option C,Japonaise,Lyon,Brésil,42
Dubois,Jessica,F,2022-11-05,Option C,Espagnole,Oujda,Portugal,49
Hassan,Rachid,M,2022-02-02,Option C,Marocaine,Londres,Brésil,58
Mohamed,Emma,F,2021-01-27,Option C,Canadienne,Bruxelles,Inde,48
Garcia,Robert,M,2022-05-01,Option C,Canadienne,Montreal,Brésil,59
Smith,Linda,F,2023-11-14,Option B,Espagnole,Madrid,Japon,46
Garcia,Julien,M,2022-12-12,Option B,Française,Rabat,Suisse,36
Martin,Pierre,M,2022-08-09,Option C,Américaine,Lisbonne,UK,64
Miller,Mary,M,2021-07-02,Option C,Marocaine,Tanger,UK,24
Dubois,Mohamed,M,2022-10-16,Option C,Marocaine,Kenitra,Argentine,21
Dubois,Emma,F,2022-06-12,Option C,Espagnole,Fès,Japon,31
El Amrani,Luc,M,2021-07-03,Option C,Française,Lisbonne,Japon,61
Fathy,Salma,M,2022-09-26,Option C,Japonaise,Tanger,Brésil,61
Rodriguez,Pierre,F,2022-02-16,Option A,Française,Tanger,Canada,45
Dubois,Marwa,F,2021-07-30,Option C,Canadienne,Madrid,Égypte,20
Ibrahim,Hugo,M,2023-02-24,Option B,Canadienne,Rabat,Allemagne,38
Richard,Mary,M,2021-01-22,Option B,Japonaise,Rabat,Espagne,45
Laurent,Louis,M,2020-01-31,Option C,Japonaise,Berlin,Japon,41
Smith,Joseph,F,2022-11-07,Option C,Canadienne,New York,Japon,45
Jones,Julien,M,2021-08-26,Option C,Canadienne,Fès,Maroc,30
El Amrani,David,M,2021-03-25,Option B,Américaine,Rabat,Allemagne,25
Essadiq,Sarah,F,2023-08-08,Option A,Française,Marseille,USA,26
Laurent,Thomas,F,2023-02-02,Option A,Espagnole,Rabat,Tunisie,60
El Amrani,Rachid,F,2022-01-18,Option C,Française,Rabat,Australie,33
Smith,Michael,M,2021-05-01,Option B,Japonaise,Kenitra,Allemagne,29
Garcia,Antoine,M,2021-03-04,Option B,Américaine,Marrakech,UK,59
Durand,Louis,F,2023-07-06,Option A,Canadienne,Berlin,USA,48
Martin,Marie,M,2021-10-04,Option A,Japonaise,Toulouse,Brésil,65
Bernard,Claire,M,2020-07-25,Option C,Japonaise,Tétouan,UK,46
Dupont,Sophie,F,2022-07-10,Option B,Marocaine,Rome,Tunisie,49
El Haddad,Sophie,F,2020-07-15,Option C,Américaine,Lisbonne,Italie,34
Ibrahim,Marc,F,2021-12-03,Option C,Française,Lyon,Brésil,48
Garcia,Jean,F,2021-09-11,Option C,Française,New York,Italie,59
Hassan,Hassan,F,2023-07-09,Option B,Canadienne,Paris,Espagne,31
Laurent,David,M,2022-06-04,Option B,Américaine,Kenitra,USA,47
Laurent,Marie,M,2021-11-14,Option B,Française,Montreal,Suisse,50
Richard,Jessica,F,2023-11-01,Option A,Française,Casablanca,USA,60
Moreau,Linda,M,2022-04-02,Option B,Française,Bordeaux,Tunisie,48
Durand,Omar,F,2022-08-31,Option B,Canadienne,Londres,Maroc,66
Miller,Antoine,M,2020-06-19,Option C,Française,Agadir,Allemagne,58
Jones,Susan,F,2023-10-14,Option A,Marocaine,Tanger,Allemagne,34
Garcia,John,M,2020-08-17,Option B,Japonaise,Oujda,Japon,42
Durand,Marie,F,2021-09-01,Option B,Marocaine,Rabat,Allemagne,25
Davis,Antoine,F,2023-05-03,Option C,Française,Bruxelles,UK,32
Jones,Mathieu,M,2022-10-06,Option C,Marocaine,Genève,Belgique,62
Miller,Hugo,M,2022-12-15,Option C,Française,Paris,Japon,21
Dupont,Emma,F,2021-05-20,Option A,Espagnole,Londres,Argentine,47
Petit,Susan,F,2021-09-20,Option C,Allemande,Tanger,Allemagne,30
El Amrani,Claire,F,2021-05-30,Option B,Canadienne,Rabat,Allemagne,33
Smith,Rachid,M,2023-07-21,Option B,Française,Montreal,Australie,47
Jones,Susan,M,2022-10-06,Option C,Française,Genève,Égypte,26
Jones,Sophie,M,2023-08-30,Option C,Française,Kenitra,France,40
El Amrani,Ali,M,2022-06-02,Option B,Française,Rabat,USA,35
Dupont,Youssef,M,2023-05-26,Option C,Marocaine,Berlin,UK,63
El Amrani,Mary,M,2020-10-17,Option C,Américaine,Tétouan,Chine,38
Khaled,Luc,M,2023-01-22,Option B,Française,Oujda,Allemagne,63
Robert,John,M,2023-11-19,Option C,Marocaine,Tanger,UK,53
Garcia,Ali,M,2021-08-05,Option B,Espagnole,Lisbonne,Brésil,44
Richard,Rachid,F,2022-07-31,Option C,Canadienne,Rome,Allemagne,58
Lahlou,Zineb,F,2022-11-04,Option B,Marocaine,Kenitra,Japon,52
Martin,Ikram,M,2022-03-05,Option C,Japonaise,Casablanca,Allemagne,28
Moreau,Louis,F,2020-02-25,Option C,Américaine,Lisbonne,Japon,42
El Amrani,John,M,2023-01-01,Option C,Française,Lisbonne,Japon,43
Jones,David,M,2023-06-02,Option C,Canadienne,Madrid,Espagne,33
Dupont,Emma,F,2022-10-21,Option A,Française,Rabat,France,65
Smith,Thomas,F,2020-02-06,Option B,Canadienne,Rome,Suisse,61
Williams,Karim,F,2020-07-31,Option B,Japonaise,Kenitra,Allemagne,45
Smith,Julien,M,2020-05-29,Option C,Canadienne,Rabat,Maroc,48
Martin,Michael,M,2022-01-15,Option A,Française,Bruxelles,Australie,31
Martin,Linda,M,2021-10-13,Option A,Allemande,Fès,Canada,45
