nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Martin,Antoine,F,1984-01-04,Option C,Marocaine,Marseille,Espagne,27.75
Martin,Sophie,M,1971-12-23,Option B,Marocaine,Paris,Belgique,93.0
Khaled,Nicolas,M,1977-04-18,Option C,Marocaine,Madrid,Portugal,90.0
Adel,Mathieu,M,1992-05-21,Option B,Française,Lyon,France,46.5
Othmani,Thomas,M,1980-02-03,Option B,Canadienne,Montreal,Allemagne,61.5
Garcia,Julien,M,1981-02-24,Option C,Française,Agadir,Espagne,42.0
Chentouf,Sanae,M,1968-01-04,Option B,Japonaise,Paris,France,49.5
Dupont,Salma,F,1976-10-04,Option B,Allemande,Berlin,UK,38.25
Martin,Christopher,M,2002-05-08,Option C,Canadienne,Rabat,Espagne,90.0
Martin,Karim,M,1996-01-13,Option B,Marocaine,Paris,Italie,88.5
Robert,Karen,F,1988-09-19,Option C,Canadienne,Rabat,Brésil,16.5
Rodriguez,Pierre,F,2007-09-28,Option B,Canadienne,Madrid,Espagne,34.5
Essadiq,Susan,M,1982-03-16,Option B,Japonaise,Rome,Inde,51.0
Benali,Antoine,M,1960-05-04,Option A,Américaine,Oujda,UK,31.5
Adel,Omar,M,1964-05-14,Option B,Française,Tanger,Égypte,54.0
Durand,Susan,F,1966-05-10,Option C,Marocaine,New York,Tunisie,15.75
Robert,Linda,F,1985-06-24,Option A,Française,Casablanca,Chine,30.75
Miller,Hassan,M,1969-06-11,Option C,Japonaise,Agadir,UK,46.5
El Amrani,Camille,F,1980-02-03,Option C,Marocaine,Agadir,Espagne,30.75
Garcia,Ikram,F,2006-10-07,Option C,Américaine,Rabat,Brésil,30.75
Durand,James,M,1982-07-28,Option B,Française,Paris,France,54.0
Johnson,Daniel,F,1996-05-25,Option C,Marocaine,Lisbonne,Allemagne,23.25
Martin,Jennifer,M,1975-07-07,Option C,Japonaise,Berlin,Australie,60.0
Brown,Sophie,F,1965-11-17,Option C,Américaine,New York,Australie,45.0
Dubois,David,F,1996-01-19,Option A,Marocaine,Tanger,Japon,19.5
El Amrani,David,F,1999-01-05,Option C,Espagnole,Montreal,Maroc,26.25
Brown,James,M,2006-01-14,Option C,Espagnole,Casablanca,Japon,61.5
Rodriguez,Julien,F,1969-10-24,Option B,Japonaise,Oujda,USA,32.25
El Amrani,Karim,F,1993-09-08,Option B,Française,Meknès,Allemagne,18.0
Davis,Aicha,F,1962-08-17,Option C,Espagnole,Rabat,UK,33.0
Smith,Sarah,M,1982-06-26,Option B,Américaine,Marrakech,Inde,64.5
Garcia,Aicha,M,1996-04-22,Option C,Espagnole,Tétouan,Inde,55.5
Martin,Marie,M,2003-01-01,Option B,Française,Montreal,Chine,58.5
Richard,Hugo,F,1979-08-11,Option A,Espagnole,Tanger,USA,26.25
Jones,Mary,F,1982-04-04,Option C,Canadienne,Tétouan,UK,30.75
Smith,Louis,F,1996-02-24,Option B,Marocaine,Toulouse,Australie,45.75
Mohamed,Sarah,F,1964-03-06,Option C,Canadienne,Casablanca,Brésil,27.75
Johnson,Susan,M,1984-08-11,Option A,Canadienne,Rome,Australie,87.0
Martin,Karen,F,1979-08-03,Option A,Marocaine,Agadir,France,41.25
Chentouf,Ikram,F,1965-08-08,Option B,Espagnole,Madrid,Mexique,24.0
Lahlou,Jessica,F,2000-01-18,Option B,Américaine,Lyon,Canada,30.0
Laurent,Claire,F,1979-09-20,Option B,Française,Meknès,Chine,30.0
Moreau,Christopher,F,2000-12-13,Option C,Japonaise,Madrid,Canada,30.0
Dubois,Ikram,F,2004-08-06,Option C,Espagnole,Marseille,Australie,18.0
Martin,Antoine,F,1964-04-15,Option A,Japonaise,Casablanca,Italie,33.0
Garcia,Hugo,M,1971-03-28,Option C,Allemande,Casablanca,Mexique,33.0
Mahmoud,Karim,M,1998-09-04,Option A,Marocaine,Lyon,Italie,30.0
Rodriguez,William,M,1994-07-12,Option C,Canadienne,Genève,Australie,40.5
Durand,Hassan,F,1974-10-14,Option A,Japonaise,Genève,Belgique,18.75
Dubois,Zineb,F,1995-12-19,Option A,Française,Fès,Brésil,44.25
Chentouf,Patricia,M,1999-05-26,Option B,Française,Lisbonne,Allemagne,90.0
Othmani,Omar,F,1996-07-07,Option B,Canadienne,Marrakech,Espagne,16.5
Bernard,Karen,F,1965-03-25,Option B,Américaine,Rome,Australie,22.5
El Amrani,Michael,M,1995-08-17,Option B,Française,Kenitra,Égypte,60.0
Williams,Jean,M,2001-03-09,Option C,Japonaise,Toulouse,Australie,37.5
Martin,Claire,F,1968-04-10,Option C,Espagnole,Rabat,UK,46.5
Smith,Mohamed,M,1988-05-14,Option B,Japonaise,Rabat,Australie,51.0
Laurent,Karim,M,2004-01-26,Option B,Américaine,Casablanca,Brésil,54.0
Bernard,Camille,M,1962-08-25,Option B,Française,Montreal,Japon,58.5
Miller,Marc,F,1962-06-26,Option B,Française,Tétouan,Japon,21.75
Williams,Zineb,M,1976-02-17,Option B,Canadienne,Lyon,Portugal,63.0
Jones,Salma,F,1979-08-03,Option B,Française,Madrid,Argentine,21.0
Mohamed,James,M,1974-10-22,Option B,Française,Tanger,Australie,87.0
Brown,Robert,M,1968-09-04,Option C,Espagnole,Madrid,Espagne,46.5
Jones,Youssef,F,1985-10-21,Option B,Française,Bruxelles,Suisse,25.5
Richard,Nour,M,1974-10-22,Option C,Marocaine,Meknès,UK,90.0
Garcia,Joseph,M,1980-07-26,Option B,Marocaine,Rabat,Japon,48.0
Petit,Samir,F,1964-07-03,Option C,Marocaine,Bordeaux,Argentine,15.0
Jones,John,M,1988-05-16,Option A,Française,Genève,Égypte,58.5
El Haddad,Zineb,M,1992-12-26,Option B,Espagnole,Rabat,Australie,94.5
Jones,Thomas,M,2005-06-16,Option C,Française,Rabat,Brésil,58.5
Mahmoud,James,M,1966-11-13,Option B,Américaine,Rabat,Australie,78.0
Rodriguez,Jennifer,M,1997-03-01,Option B,Marocaine,Marseille,USA,88.5
Miller,Susan,M,1969-11-19,Option A,Française,Lyon,Suisse,60.0
Rodriguez,Michael,M,1971-09-04,Option B,Canadienne,Tétouan,Égypte,91.5
Garcia,Nicolas,F,1966-04-17,Option C,Française,Marrakech,Japon,20.25
Miller,Julie,F,2004-08-06,Option A,Française,Montreal,Maroc,49.5
Dupont,Rachid,M,1969-01-07,Option C,Marocaine,Agadir,Allemagne,69.0
Martin,Youssef,M,1980-08-06,Option B,Française,Montreal,Égypte,93.0
Bernard,Louis,M,1996-06-16,Option B,Française,Rome,France,58.5
Mohamed,Chloé,M,2005-03-01,Option C,Marocaine,Rabat,UK,45.0
Moreau,Julien,F,1977-11-17,Option C,Japonaise,Bruxelles,Brésil,21.75
Ibrahim,Karen,M,1972-12-11,Option C,Française,Kenitra,Australie,54.0
Jones,Barbara,F,2003-02-11,Option C,Française,Rabat,Inde,47.25
Laurent,Ali,F,2001-05-16,Option B,Canadienne,Kenitra,Portugal,45.75
Dubois,Patricia,F,1996-06-23,Option A,Allemande,Lyon,UK,45.0
Davis,Patricia,M,1999-11-25,Option C,Espagnole,Lisbonne,Allemagne,46.5
Martin,Christopher,M,2001-12-13,Option A,Marocaine,Tanger,Inde,39.0
Johnson,Julien,F,1991-10-09,Option C,Canadienne,Casablanca,Mexique,46.5
Durand,Jennifer,M,1968-01-14,Option C,Canadienne,Genève,Japon,64.5
Laurent,Luc,F,1964-07-17,Option B,Française,Meknès,Tunisie,34.5
Durand,Marc,M,1973-09-17,Option C,Française,Fès,Mexique,61.5
Garcia,Karim,F,1981-03-28,Option B,Française,Casablanca,Chine,27.0
Martin,Julien,F,2002-04-18,Option C,Française,Marseille,Chine,15.0
El Amrani,Mary,M,1997-10-24,Option A,Canadienne,Montreal,Suisse,64.5
Hassan,Mehdi,F,1988-04-26,Option C,Canadienne,Madrid,UK,35.25
Mahmoud,Pierre,F,1980-02-03,Option C,Japonaise,Marrakech,Allemagne,46.5
Jones,James,M,1977-05-15,Option C,Marocaine,Bordeaux,Belgique,76.5
Wilson,Omar,M,1965-08-08,Option C,Japonaise,Agadir,Chine,45.0
Jones,Karim,M,1986-06-15,Option C,Marocaine,Fès,UK,49.5
Durand,Samir,F,1989-08-27,Option B,Marocaine,Oujda,Portugal,34.5
El Haddad,Robert,F,1963-01-14,Option B,Espagnole,Montreal,Mexique,22.5
Davis,Mathieu,M,1972-03-23,Option B,Marocaine,Rome,Suisse,40.5
Rodriguez,Patricia,F,1964-10-25,Option C,Espagnole,Rabat,USA,48.0
Robert,Thomas,F,1989-07-25,Option C,Canadienne,Kenitra,Tunisie,43.5
Durand,Michael,F,1991-02-20,Option C,Canadienne,Oujda,Australie,19.5
El Amrani,Michael,M,1997-10-05,Option A,Marocaine,Tétouan,Allemagne,34.5
Wilson,Mehdi,M,1985-09-21,Option C,Marocaine,Bruxelles,Espagne,85.5
Mohamed,Julien,F,1981-03-28,Option C,Allemande,Tétouan,Maroc,18.0
Robert,Susan,M,2007-11-07,Option A,Japonaise,Tanger,Mexique,36.0
Richard,Mathieu,M,1977-08-18,Option A,Canadienne,Casablanca,Italie,70.5
Dupont,Chloé,F,1996-02-24,Option A,Marocaine,Madrid,Brésil,45.0
Hassan,Hassan,F,1977-05-15,Option C,Marocaine,Madrid,Suisse,21.75
El Amrani,Barbara,M,2005-01-08,Option B,Allemande,Bruxelles,Canada,48.0
Johnson,James,F,1996-03-18,Option B,Française,Rome,Espagne,25.5
Robert,Youssef,F,1980-06-21,Option B,Canadienne,Marseille,Italie,45.0
Ibrahim,Omar,F,1968-04-10,Option C,Canadienne,Madrid,USA,24.0
Durand,Sophie,F,2006-03-05,Option C,Canadienne,Kenitra,Japon,24.0
Hassan,Christopher,M,1968-09-24,Option B,Marocaine,Marseille,Chine,43.5
Bernard,Marwa,F,1971-04-02,Option B,Française,Berlin,Mexique,44.25
Smith,Michael,F,1965-11-17,Option A,Allemande,Paris,UK,23.25
Bernard,Susan,F,1985-09-21,Option C,Espagnole,Lisbonne,Portugal,17.25
Laurent,Jennifer,M,1992-05-09,Option B,Marocaine,Toulouse,Chine,45.0
Martin,John,M,1995-03-11,Option A,Américaine,Lisbonne,UK,39.0
Smith,Christopher,M,1998-12-23,Option A,Marocaine,Rabat,Australie,82.5
Smith,Christopher,F,2001-10-20,Option B,Canadienne,Kenitra,UK,41.25
Durand,Camille,F,1960-09-15,Option B,Canadienne,New York,Portugal,28.5
Smith,Nour,F,1984-03-28,Option B,Marocaine,Genève,Portugal,47.25
Martin,Patricia,F,1999-06-06,Option B,Japonaise,Kenitra,UK,22.5
Bernard,Patricia,F,1982-09-23,Option B,Canadienne,Oujda,UK,18.75
Richard,Sophie,M,2005-01-08,Option C,Marocaine,Lyon,Égypte,48.0
El Amrani,Marc,M,1967-07-06,Option B,Allemande,Bruxelles,Égypte,96.0
Miller,Louis,F,1978-12-13,Option C,Allemande,Marseille,France,37.5
Johnson,Mary,M,1990-07-08,Option B,Française,Agadir,Japon,63.0
Richard,Marc,F,2004-07-13,Option B,Marocaine,Tokyo,Tunisie,45.0
Dubois,Julie,F,2005-12-28,Option C,Française,Bruxelles,Chine,42.0
Robert,Ali,F,1974-07-15,Option C,Japonaise,Madrid,Allemagne,37.5
Mouline,Jessica,M,1975-02-21,Option B,Japonaise,Fès,Japon,64.5
Smith,Julien,M,1988-05-14,Option B,Américaine,Rome,Brésil,75.0
Williams,Sophie,F,1994-01-28,Option C,Allemande,Marseille,Égypte,46.5
Martin,Luc,F,1985-02-16,Option C,Canadienne,Tokyo,Brésil,22.5
Miller,Marc,F,1985-08-15,Option A,Canadienne,Lyon,Espagne,45.75
Smith,Karen,F,1977-11-24,Option B,Américaine,Rabat,France,45.0
Lahlou,Robert,F,1979-09-20,Option B,Espagnole,Rabat,Japon,48.0
Robert,James,M,1992-08-15,Option C,Canadienne,Casablanca,Brésil,54.0
Robert,Mary,F,1968-04-28,Option C,Américaine,Londres,Japon,46.5
Miller,Sophie,F,1994-02-25,Option A,Canadienne,Lisbonne,Brésil,33.0
Petit,Omar,M,1994-03-12,Option C,Japonaise,Tokyo,Brésil,64.5
El Amrani,Mehdi,M,1970-10-02,Option B,Japonaise,Tanger,Mexique,93.0
Durand,Julien,M,1995-05-02,Option A,Allemande,Marseille,Australie,37.5
Jones,Zineb,M,1965-10-02,Option C,Française,Marrakech,Chine,51.0
Miller,Nour,M,1960-05-04,Option C,Canadienne,Bruxelles,UK,31.5
Ibrahim,Laila,M,1993-03-09,Option A,Marocaine,Marrakech,Canada,73.5
Dupont,Léa,F,1998-08-07,Option C,Française,Kenitra,UK,24.75
Chentouf,Julie,F,1984-07-19,Option B,Française,Rabat,Australie,27.0
Dupont,Nour,F,1986-01-11,Option B,Marocaine,Marrakech,USA,15.75
Dubois,Marc,M,1985-09-21,Option C,Espagnole,Lisbonne,Espagne,49.5
Mouline,Barbara,F,2000-04-23,Option C,Japonaise,Marseille,Japon,27.0
Laurent,Salma,F,1962-04-03,Option A,Française,Fès,Brésil,39.0
Smith,Susan,M,1986-05-27,Option C,Japonaise,Casablanca,Chine,39.0
Jones,Mary,F,1976-12-02,Option C,Marocaine,Tokyo,Japon,19.5
Martin,Sophie,M,1993-02-26,Option C,Canadienne,Genève,Australie,87.0
Miller,Elizabeth,F,1978-12-22,Option C,Américaine,Paris,Suisse,45.75
Martin,Luc,M,2003-01-10,Option B,Française,Fès,Espagne,48.0
Fathy,Ali,F,1967-08-17,Option C,Japonaise,Bordeaux,UK,26.25
Martin,Luc,F,1983-10-08,Option C,Marocaine,Montreal,Mexique,37.5
Jones,Luc,F,1966-12-15,Option B,Japonaise,Tétouan,Argentine,36.75
Chentouf,Julie,F,1981-01-28,Option C,Canadienne,Casablanca,Espagne,21.0
El Amrani,Julien,F,1991-07-26,Option A,Marocaine,Tanger,France,23.25
Martin,Zineb,M,1961-04-08,Option C,Marocaine,Casablanca,Brésil,49.5
Johnson,Patricia,F,1962-03-12,Option C,Canadienne,Rabat,Mexique,46.5
Laurent,Mary,F,1992-04-21,Option B,Canadienne,Madrid,Suisse,25.5
Essadiq,Samir,M,1962-10-04,Option B,Canadienne,Casablanca,USA,40.5
Hassan,Jessica,F,1988-07-20,Option B,Canadienne,Lisbonne,Inde,41.25
Durand,Mary,F,1999-07-14,Option A,Canadienne,Casablanca,Brésil,36.0
Smith,Sophie,F,1991-06-27,Option C,Marocaine,Paris,Australie,33.0
Smith,Zineb,M,1967-11-24,Option B,Américaine,Berlin,Chine,49.5
Jones,Julien,F,1960-05-22,Option C,Allemande,Fès,UK,20.25
Petit,Emma,F,1973-06-22,Option C,Marocaine,Toulouse,UK,24.75
Garcia,Salma,F,1989-10-03,Option C,Américaine,Fès,Espagne,20.25
Martin,Michael,M,1973-12-17,Option A,Française,Oujda,Inde,91.5
Rodriguez,Amina,F,1982-12-14,Option B,Allemande,Genève,Chine,17.25
Durand,Robert,M,2007-01-18,Option A,Japonaise,Bordeaux,Allemagne,34.5
Durand,Mathieu,M,1982-11-21,Option A,Française,Rabat,Mexique,76.5
Robert,Ikram,M,2004-05-21,Option C,Japonaise,Casablanca,Australie,40.5
Robert,Jean,F,1997-06-14,Option A,Française,Montreal,Japon,34.5
Rodriguez,Karen,M,1972-05-25,Option B,Française,Berlin,USA,51.0
